"ENTREZID","ENSEMBL","SYMBOL","hgnc_symbol","percentage_gene_gc_content","start_position","end_position","gene_biotype","chromosome_name","gene_length","exons_n"
"54823","ENSG00000116668","SWT1","SWT1",37.79,185156103,185292205,"protein_coding","1",136103,21
"54841","ENSG00000134897","BIVM","BIVM",40.05,102799101,102841748,"protein_coding","13",42648,18
"54887","ENSG00000065060","BLTP3A","BLTP3A",42.5,34792024,34885350,"protein_coding","6",93327,21
"54943","ENSG00000177692","DNAJC28","DNAJC28",45.12,33485615,33491753,"protein_coding","21",6139,5
"54943","ENSG00000262911","DNAJC28","DNAJC28",44.59,89659,95850,"protein_coding","HSCHR21_4_CTG1_1",6192,5
"54986","ENSG00000168038","ULK4","ULK4",39.39,41246599,41962236,"protein_coding","3",715638,46
"55013","ENSG00000005059","MCUB","MCUB",41,109560209,109688799,"protein_coding","4",128591,10
"55023","ENSG00000146247","PHIP","PHIP",34.35,78934419,79078544,"protein_coding","6",144126,46
"55066","ENSG00000090857","PDPR","PDPR",47.16,70114225,70162537,"protein_coding","16",48313,21
"55100","ENSG00000082068","WDR70","WDR70",38.99,37379244,37753534,"protein_coding","5",374291,18
"55151","ENSG00000095209","TMEM38B","TMEM38B",37.61,105694340,105776629,"protein_coding","9",82290,9
"55222","ENSG00000172731","LRRC20","LRRC20",49.41,70298970,70382650,"protein_coding","10",83681,7
"553103","ENSG00000233006","MIR3936HG","MIR3936HG",43.74,132311285,132370170,"lncRNA","5",58886,10
"55331","ENSG00000078124","ACER3","ACER3",38.74,76860859,77026797,"protein_coding","11",165939,20
"55532","ENSG00000196660","SLC30A10","SLC30A10",39.86,219685427,219959018,"protein_coding","1",273592,5
"5554","ENSG00000263247","PRH1","PRR4",36.45,23666,402267,"protein_coding","HSCHR12_2_CTG2",378602,36
"5554","ENSG00000277823","PRH1","PRH1",36.48,23666,366484,"protein_coding","HSCHR12_3_CTG2",342819,36
"5554","ENSG00000282269","PRH1","PRR4",36.57,44555,366553,"protein_coding","HSCHR12_3_CTG2",321999,36
"5554","ENSG00000231887","PRH1","PRH1",36.54,10824960,11171608,"protein_coding","12",346649,36
"5554","ENSG00000111215","PRH1","PRR4",36.64,10845845,11171600,"protein_coding","12",325756,36
"55553","ENSG00000110693","SOX6","SOX6",36.07,15966449,16739591,"protein_coding","11",773143,38
"55613","ENSG00000102043","MTMR8","MTMR8",38.9,64264031,64395500,"protein_coding","X",131470,14
"55617","ENSG00000089123","TASP1","TASP1",37.36,13387216,13639109,"protein_coding","20",251894,17
"55700","ENSG00000116871","MAP7D1","MAP7D1",54.67,36155541,36180849,"protein_coding","1",25309,16
"55777","ENSG00000204406","MBD5","MBD5",36.28,148021011,148516971,"protein_coding","2",495961,34
"55789","ENSG00000035499","DEPDC1B","DEPDC1B",38.63,60596912,60700199,"protein_coding","5",103288,14
"55906","ENSG00000126970","ZC4H2","ZC4H2",39.24,64915802,65034713,"protein_coding","X",118912,5
"5607","ENSG00000137764","MAP2K5","MAP2K5",39.56,67542611,67807123,"protein_coding","15",264513,31
"56477","ENSG00000151882","CCL28","CCL28",41.26,43376642,43412392,"protein_coding","5",35751,5
"5649","ENSG00000189056","RELN","RELN",37.49,103471381,103989669,"protein_coding","7",518289,66
"56655","ENSG00000115350","POLE4","POLE4",40.69,74958636,75147205,"protein_coding","2",188570,7
"56992","ENSG00000163808","KIF15","KIF15",41.48,44761700,44873376,"protein_coding","3",111677,76
"56992","ENSG00000280610","KIF15","KIF15",41.47,287071,398726,"protein_coding","HG2066_PATCH",111656,76
"56996","ENSG00000146828","SLC12A9","SLC12A9",51.93,100826820,100867017,"protein_coding","7",40198,10
"57092","ENSG00000081154","PCNP","PCNP",39.78,101574083,101594510,"protein_coding","3",20428,6
"57142","ENSG00000115310","RTN4","RTN4",38.59,54971931,55112621,"protein_coding","2",140691,19
"57148","ENSG00000170471","RALGAPB","RALGAPB",39.37,38472813,38579009,"protein_coding","20",106197,31
"57154","ENSG00000198742","SMURF1","SMURF1",42.75,99027435,99144171,"protein_coding","7",116737,22
"57337","ENSG00000138468","SENP7","SENP7",37.56,101324205,101513241,"protein_coding","3",189037,25
"57406","ENSG00000163686","ABHD6","ABHD6",45.16,58237502,58296814,"protein_coding","3",59313,13
"57446","ENSG00000101079","NDRG3","NDRG3",44.53,36651766,36746157,"protein_coding","20",94392,18
"574507","ENSG00000207800","MIR504","MIR504",55.42,138667711,138667793,"miRNA","X",83,1
"57460","ENSG00000111110","PPM1H","PPM1H",41.87,62564639,62935163,"protein_coding","12",370525,13
"57512","ENSG00000151025","GPR158","GPR158",36.98,25174734,25602229,"protein_coding","10",427496,13
"57536","ENSG00000150477","KIAA1328","KIAA1328",37.15,36828952,37232172,"protein_coding","18",403221,22
"57542","ENSG00000087448","KLHL42","KLHL42",43.57,27779415,27803040,"protein_coding","12",23626,5
"57589","ENSG00000107036","RIC1","RIC1",37.47,5628738,5778255,"protein_coding","9",149518,27
"57643","ENSG00000162415","ZSWIM5","ZSWIM5",41.49,45016395,45306209,"protein_coding","1",289815,16
"57690","ENSG00000078687","TNRC6C","TNRC6C",42.38,77958613,78108822,"protein_coding","17",150210,25
"57706","ENSG00000119522","DENND1A","DENND1A",42.52,123379648,123930154,"protein_coding","9",550507,33
"57713","ENSG00000198879","SFMBT2","SFMBT2",43.69,7158624,7411497,"protein_coding","10",252874,26
"58497","ENSG00000143363","PRUNE1","PRUNE1",46.62,151008408,151035714,"protein_coding","1",27307,9
"5889","ENSG00000108384","RAD51C","RAD51C",41.71,58692569,58735611,"protein_coding","17",43043,14
"5896","ENSG00000166349","RAG1","RAG1",39.19,36510348,36593156,"protein_coding","11",82809,14
"590","ENSG00000114200","BCHE","BCHE",32.29,165772900,165837462,"protein_coding","3",64563,7
"5925","ENSG00000139687","RB1","RB1",38.51,48303710,48599436,"protein_coding","13",295727,30
"59343","ENSG00000163904","SENP2","SENP2",42.86,185582496,185633551,"protein_coding","3",51056,18
"5939","ENSG00000076067","RBMS2","RBMS2",45.09,56521807,56617037,"protein_coding","12",95231,17
"60487","ENSG00000066651","TRMT11","TRMT11",37.7,125986423,126203817,"protein_coding","6",217395,28
"60682","ENSG00000112305","SMAP1","SMAP1",37.75,70667646,70862015,"protein_coding","6",194370,14
"643201","ENSG00000248596","CEP192P1","",43.36,176143085,176185155,"lncRNA","5",42071,35
"64324","ENSG00000165671","NSD1","NSD1",42.57,177131787,177300213,"protein_coding","5",168427,30
"64327","ENSG00000105983","LMBR1","LMBR1",39.06,156668946,156893225,"protein_coding","7",224280,25
"643401","ENSG00000250337","PURPL","PURPL",34.24,27217714,27497871,"lncRNA","5",280158,10
"6461","ENSG00000107338","SHB","SHB",51,37915349,38069270,"protein_coding","9",153922,13
"647107","ENSG00000241369","LINC01192","LINC01192",34.26,163109152,163499037,"lncRNA","3",389886,24
"647121","ENSG00000291141","EMBP1","EMBP1",37.66,121519012,121596933,"lncRNA","1",77922,14
"64744","ENSG00000084070","SMAP2","SMAP2",41.95,40344850,40423326,"protein_coding","1",78477,15
"64754","ENSG00000185420","SMYD3","SMYD3",40.6,245749342,246507323,"protein_coding","1",757982,26
"64839","ENSG00000145743","FBXL17","FBXL17",35.83,107859035,108382363,"protein_coding","5",523329,9
"64855","ENSG00000136830","NIBAN2","NIBAN2",54.31,127505339,127579049,"protein_coding","9",73711,16
"64860","ENSG00000125962","ARMCX5","ARMCX5",45.27,102599168,102604159,"protein_coding","X",4992,5
"6492","ENSG00000112246","SIM1","SIM1",39.73,100385009,100464946,"protein_coding","6",79938,12
"65125","ENSG00000060237","WNK1","WNK1",38.74,752536,911452,"protein_coding","12",158917,32
"65243","ENSG00000187801","ZFP69B","ZFP69B",42.11,40450053,40464142,"protein_coding","1",14090,5
"653857","ENSG00000303938","ACTR3C","",44.42,149887088,150047699,"lncRNA","7",160612,27
"653857","ENSG00000106526","ACTR3C","ACTR3C",43.32,150243916,150323926,"protein_coding","7",80011,27
"6611","ENSG00000102172","SMS","SMS",43.49,21940557,21994837,"protein_coding","X",54281,12
"6728","ENSG00000153037","SRP19","SRP19",41.89,112861188,112898371,"protein_coding","5",37184,10
"6777","ENSG00000173757","STAT5B","STAT5B",45.03,42199176,42288633,"protein_coding","17",89458,18
"6788","ENSG00000104375","STK3","STK3",39.53,98371228,98942827,"protein_coding","8",571600,29
"6897","ENSG00000113407","TARS1","TARS1",38.82,33440696,33471929,"protein_coding","5",31234,25
"692088","ENSG00000275072","SNORD50B","SNORD50B",38.03,85677589,85677659,"snoRNA","6",71,1
"693173","ENSG00000207632","MIR588","MIR588",44.58,126484631,126484713,"miRNA","6",83,1
"693191","ENSG00000207583","MIR606","MIR606",38.54,75552458,75552553,"miRNA","10",96,1
"693205","ENSG00000207967","MIR620","MIR620",21.05,116148560,116148654,"miRNA","12",95,1
"6948","ENSG00000185339","TCN2","TCN2",50.86,30607003,30630712,"protein_coding","22",23710,10
"695","ENSG00000010671","BTK","BTK",43.18,101349338,101390796,"protein_coding","X",41459,21
"7006","ENSG00000135605","TEC","TEC",40.44,48134633,48269858,"protein_coding","4",135226,19
"7021","ENSG00000008196","TFAP2B","TFAP2B",44.14,50818702,50847619,"protein_coding","6",28918,8
"728411","ENSG00000291102","GUSBP1","",36.15,21341811,21779522,"lncRNA","5",437712,43
"728586","ENSG00000230561","CCDC192","CCDC192",39.21,127703354,127941511,"protein_coding","5",238158,11
"7292","ENSG00000117586","TNFSF4","TNFSF4",39.75,173162645,173477583,"protein_coding","1",314939,18
"729438","ENSG00000274070","CASTOR2","CASTOR2",52.97,74964664,75031530,"protein_coding","7",66867,9
"7295","ENSG00000136810","TXN","TXN",42.26,110243810,110256636,"protein_coding","9",12827,5
"7409","ENSG00000141968","VAV1","VAV1",47.39,6772676,6857366,"protein_coding","19",84691,28
"7608","ENSG00000291177","ZNF56P","ZNF56P",41.4,19776000,19836200,"lncRNA","19",60201,21
"7784","ENSG00000188372","ZP3","ZP3",50.48,76397497,76442071,"protein_coding","7",44575,10
"7903","ENSG00000113532","ST8SIA4","ST8SIA4",34.13,100806933,100903290,"protein_coding","5",96358,7
"79150","ENSG00000283117","MGC4859","",37.03,10409684,10779990,"lncRNA","7",370307,15
"79184","ENSG00000185515","BRCC3","BRCC3",38.12,155071416,155128969,"protein_coding","X",57554,12
"79290","ENSG00000277495","OR13A1","OR13A1",38.41,127422,140376,"protein_coding","HSCHR10_1_CTG2",12955,9
"79290","ENSG00000256574","OR13A1","OR13A1",38.32,45302295,45315608,"protein_coding","10",13314,9
"79549","ENSG00000255804","OR6J1","OR6J1",49.44,22630929,22644352,"protein_coding","14",13424,2
"79632","ENSG00000111879","FAM184A","FAM184A",39.51,118957707,119149387,"protein_coding","6",191681,23
"79741","ENSG00000216937","CCDC7","CCDC7",37.33,32446103,32882874,"protein_coding","10",436772,50
"7978","ENSG00000127989","MTERF1","MTERF1",38.42,91689903,91880732,"protein_coding","7",190830,6
"79823","ENSG00000143919","CAMKMT","CAMKMT",37.93,44361874,44776433,"protein_coding","2",414560,19
"79848","ENSG00000104218","CSPP1","CSPP1",38.02,67062381,67196778,"protein_coding","8",134398,47
"79908","ENSG00000113303","BTNL8","BTNL8",40.47,180899077,180952175,"protein_coding","5",53099,9
"79944","ENSG00000087299","L2HGDH","L2HGDH",40.67,50237563,50312243,"protein_coding","14",74681,14
"80018","ENSG00000111300","NAA25","NAA25",41.48,112026689,112109434,"protein_coding","12",82746,25
"80036","ENSG00000083067","TRPM3","TRPM3",38.05,70529060,71446977,"protein_coding","9",917918,39
"80063","ENSG00000166669","ATF7IP2","ATF7IP2",41.4,10326434,10483640,"protein_coding","16",157207,19
"80221","ENSG00000167107","ACSF2","ACSF2",49.96,50426158,50474845,"protein_coding","17",48688,24
"80267","ENSG00000116406","EDEM3","EDEM3",34.39,184690237,184754907,"protein_coding","1",64671,19
"8034","ENSG00000122912","SLC25A16","SLC25A16",43.58,68473079,68527539,"protein_coding","10",54461,11
"8065","ENSG00000166266","CUL5","CUL5",39.39,108008821,108107781,"protein_coding","11",98961,20
"81029","ENSG00000111186","WNT5B","WNT5B",47.53,1529854,1647243,"protein_coding","12",117390,11
"81533","ENSG00000129636","ITFG1","ITFG1",37.51,47154387,47464149,"protein_coding","16",309763,25
"81575","ENSG00000178878","APOLD1","APOLD1",42.82,12725917,12829975,"protein_coding","12",104059,7
"81846","ENSG00000133812","SBF2","SBF2",38.48,9776776,10304877,"protein_coding","11",528102,55
"8208","ENSG00000159259","CHAF1B","CHAF1B",46.76,36385354,36419015,"protein_coding","21",33662,15
"825","ENSG00000092529","CAPN3","CAPN3",46.78,42359494,42412949,"protein_coding","15",53456,23
"8289","ENSG00000117713","ARID1A","ARID1A",46.19,26693236,26782104,"protein_coding","1",88869,24
"83892","ENSG00000110906","KCTD10","KCTD10",47.59,109448655,109477359,"protein_coding","12",28705,6
"83938","ENSG00000148655","LRMDA","LRMDA",41.12,75431446,76560168,"protein_coding","10",1128723,22
"83989","ENSG00000113391","ARB2A","ARB2A",36.39,93615442,94111699,"protein_coding","5",496258,13
"84059","ENSG00000164199","ADGRV1","ADGRV1",37.2,90529344,91171299,"protein_coding","5",641956,104
"84074","ENSG00000129646","QRICH2","QRICH2",53.29,76274049,76308282,"protein_coding","17",34234,20
"84079","ENSG00000105186","ANKRD27","ANKRD27",48.98,32597000,32676597,"protein_coding","19",79598,29
"84083","ENSG00000121988","ZRANB3","ZRANB3",38.97,135136916,135531228,"protein_coding","2",394313,29
"84186","ENSG00000147905","ZCCHC7","ZCCHC7",37.72,37118631,37383818,"protein_coding","9",265188,17
"84216","ENSG00000139173","TMEM117","TMEM117",37.37,43835749,44389762,"protein_coding","12",554014,11
"84278","ENSG00000290770","SLC71A3P","SLC71A3P",44.01,96885846,97013790,"lncRNA","9",127945,16
"84303","ENSG00000159685","CHCHD6","CHCHD6",46.25,126704203,126960420,"protein_coding","3",256218,14
"84458","ENSG00000196233","LCOR","LCOR",39.67,96831803,96995956,"protein_coding","10",164154,12
"84529","ENSG00000186073","CDIN1","CDIN1",37.44,36579611,36810248,"protein_coding","15",230638,23
"8455","ENSG00000088812","ATRN","ATRN",40.36,3470965,3651118,"protein_coding","20",180154,30
"84629","ENSG00000182095","TNRC18","TNRC18",54.68,5306790,5425414,"protein_coding","7",118625,33
"8464","ENSG00000196284","SUPT3H","SUPT3H",36.3,44809317,45377953,"protein_coding","6",568637,18
"84671","ENSG00000197937","ZNF347","ZNF347",44.35,53124072,53159075,"protein_coding","19",35004,6
"84750","ENSG00000172728","POFUT3","POFUT3",43,33369346,33473210,"protein_coding","8",103865,9
"84895","ENSG00000148343","MIGA2","MIGA2",53.65,129036614,129072094,"protein_coding","9",35481,18
"84955","ENSG00000120526","NUDCD1","NUDCD1",37.38,109138683,109334493,"protein_coding","8",195811,13
"84976","ENSG00000154309","DISP1","DISP1",37.33,222814730,223009398,"protein_coding","1",194669,22
"8503","ENSG00000117461","PIK3R3","PIK3R3",40.34,46040140,46133346,"protein_coding","1",93207,14
"8556","ENSG00000079335","CDC14A","CDC14A",38.64,100325629,100520564,"protein_coding","1",194936,24
"8587","ENSG00000255203","OR7E2P","OR7E2P",47.47,86857059,86857947,"unprocessed_pseudogene","11",889,1
"8833","ENSG00000163655","GMPS","GMPS",38.92,155870467,155944020,"protein_coding","3",73554,19
"8850","ENSG00000114166","KAT2B","KAT2B",40.19,20040055,20154405,"protein_coding","3",114351,19
"8972","ENSG00000257335","MGAM","MGAM",39.57,141907813,142106747,"protein_coding","7",198935,127
"8972","ENSG00000282607","MGAM","MGAM",39.95,404,68627,"protein_coding","HSCHR7_2_CTG6",68224,127
"9019","ENSG00000197965","MPZL1","MPZL1",41.36,167721192,167794612,"protein_coding","1",73421,8
"902","ENSG00000134480","CCNH","CCNH",35.24,87311473,87413029,"protein_coding","5",101557,11
"90313","ENSG00000167543","TP53I13","TP53I13",61.55,29566052,29582340,"protein_coding","17",16289,9
"905","ENSG00000082258","CCNT2","CCNT2",39.89,134918235,134999446,"protein_coding","2",81212,10
"90592","ENSG00000196757","ZNF700","ZNF700",44.61,11925064,11950774,"protein_coding","19",25711,4
"90634","ENSG00000139597","N4BP2L1","N4BP2L1",43.11,32400723,32428330,"protein_coding","13",27608,12
"9088","ENSG00000127564","PKMYT1","PKMYT1",62.46,2968024,2980813,"protein_coding","16",12790,12
"91749","ENSG00000173214","SLC60A2","SLC60A2",37.91,111259327,111445354,"protein_coding","6",186028,5
"92105","ENSG00000149262","INTS4","INTS4",40.85,77874418,77994874,"protein_coding","11",120457,30
"9213","ENSG00000143324","XPR1","XPR1",36.95,180632006,180890279,"protein_coding","1",258274,16
"9223","ENSG00000151276","MAGI1","MAGI1",40.31,65353167,66038931,"protein_coding","3",685765,37
"92249","ENSG00000235437","LINC01278","LINC01278",38.34,63222993,63561095,"lncRNA","X",338103,20
"9265","ENSG00000008256","CYTH3","CYTH3",45.5,6148751,6272677,"protein_coding","7",123927,16
"92715","ENSG00000148399","DPH7","DPH7",52.79,137554436,137578936,"protein_coding","9",24501,9
"9293","ENSG00000203737","GPR52","GPR52",42.73,174447964,174449545,"protein_coding","1",1582,1
"93343","ENSG00000141971","MVB12A","MVB12A",50.83,17405722,17436364,"protein_coding","19",30643,13
"9364","ENSG00000157869","RAB28","RAB28",38.15,13245110,13484365,"protein_coding","4",239256,11
"9473","ENSG00000130775","THEMIS2","THEMIS2",53.69,27872537,27887067,"protein_coding","1",14531,6
"9508","ENSG00000156140","ADAMTS3","ADAMTS3",35.82,72280969,72569365,"protein_coding","4",288397,25
"9732","ENSG00000128512","DOCK4","DOCK4",39.18,111725604,112206407,"protein_coding","7",480804,55
"9754","ENSG00000130052","STARD8","STARD8",50.28,68647666,68725842,"protein_coding","X",78177,17
"9764","ENSG00000135709","KIAA0513","KIAA0513",51.64,85027709,85094230,"protein_coding","16",66522,17
"9779","ENSG00000131374","TBC1D5","TBC1D5",37.62,17157162,18444817,"protein_coding","3",1287656,42
"9833","ENSG00000165304","MELK","MELK",41.95,36572074,36682131,"protein_coding","9",110058,19
"9902","ENSG00000011028","MRC2","MRC2",52.23,62627417,62693597,"protein_coding","17",66181,31
"9910","ENSG00000152061","RABGAP1L","RABGAP1L",37.91,174159339,174995308,"protein_coding","1",835970,42
"9927","ENSG00000116688","MFN2","MFN2",50.93,11980181,12015211,"protein_coding","1",35031,23
