"seqnames","start","end","width","strand","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","orientation"
"chr2",135741774,135742377,604,"+",0.912720347678299,0.0144712698280176,"Promoter",2,135741786,135761881,20096,1,"23190","ENST00000426921.5",0,"ENSG00000144224","UBXN4","UBX domain protein 4","sense"
"chr1",28888022,28888466,445,"+",0.79559423440202,0.0145415244532889,"Intron (ENST00000647103.1/2035, intron 1 of 17)",1,28887172,29117114,229943,1,"2035","ENST00000347529.7",850,"ENSG00000159023","EPB41","erythrocyte membrane protein band 4.1","sense"
"chr19",1980696,1981490,795,"+",0.831693435797821,0.0145802376886132,"3' UTR",19,1979258,1979756,499,1,"1455","ENST00000585957.3",1438,"ENSG00000133275","CSNK1G2","casein kinase 1 gamma 2","sense"
"chr6",143678005,143678222,218,"+",0.904943011684132,0.0146678964450536,"Promoter",6,143678019,143754138,76120,1,"9749","ENST00000402863.3",0,"ENSG00000112419","PHACTR2","phosphatase and actin regulator 2","sense"
"chr16",28863940,28867408,3469,"+",0.633170210829876,0.0146684457728776,"Promoter",16,28863975,28873607,9633,1,"25970","ENST00000395532.8",0,"ENSG00000178188","SH2B1","SH2B adaptor protein 1","sense"
"chr17",7404974,7406118,1145,"+",0.891577262912077,0.0146717657325877,"Promoter",17,7405356,7408509,3154,1,"57555","ENST00000572893.1",0,"ENSG00000169992","NLGN2","neuroligin 2","sense"
"chr16",1698816,1701113,2298,"+",0.695206296494801,0.0146832727987074,"3' UTR",16,1706166,1752983,46818,1,"23162","ENST00000685674.1",-5053,"ENSG00000138834","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3","sense"
"chr19",3523769,3528032,4264,"+",0.76168524173557,0.014734261986102,"Promoter",19,3526100,3531766,5667,1,"51343","ENST00000592214.1",0,"ENSG00000105325","FZR1","fizzy and cell division cycle 20 related 1","sense"
"chr12",98645269,98645841,573,"+",0.930248576949828,0.0148091027178316,"Promoter",12,98645290,98735433,90144,1,"317","ENST00000551964.6",0,"ENSG00000120868","APAF1","apoptotic peptidase activating factor 1","sense"
"chr2",176269454,176270330,877,"+",0.930177974147923,0.0149120830820713,"Promoter",2,176269470,176337679,68210,1,"10651","ENST00000443241.5",0,"ENSG00000128654","MTX2","metaxin 2","sense"
"chr7",6153930,6154687,758,"+",0.937065327122248,0.0150320101931415,"3' UTR",7,6164740,6170221,5482,2,"9265","ENST00000465320.1",15534,"ENSG00000008256","CYTH3","cytohesin 3","antisense"
"chr9",136343389,136346372,2984,"+",0.827153917355449,0.0150320101931415,"Intron (ENST00000440944.6/26086, intron 9 of 13)",9,136353057,136359605,6549,1,"26086","ENST00000429455.5",-6685,"ENSG00000160360","GPSM1","G protein signaling modulator 1","sense"
"chr5",67162698,67167180,4483,"+",0.751136374470137,0.0150320101931415,"3' UTR",5,67184522,67186297,1776,2,"4064","ENST00000515027.1",19117,"ENSG00000134061","CD180","CD180 molecule","antisense"
"chr22",24166311,24167294,984,"+",0.809112908669554,0.0150320101931415,"Promoter",22,24167223,24173398,6176,1,"23523","ENST00000485008.1",0,"ENSG00000099991","CABIN1","calcineurin binding protein 1","sense"
"chr19",2243230,2243550,321,"+",0.790700391034195,0.0150320101931415,"Promoter",19,2243382,2244953,1572,1,"8175","ENST00000590034.2",0,"ENSG00000104897","SF3A2","splicing factor 3a subunit 2","sense"
"chr2",241748693,241750302,1610,"+",0.844228324475949,0.0150320101931415,"Promoter",2,241748830,241756014,7185,1,"728294","ENST00000432449.1",0,"ENSG00000180902","D2HGDH","D-2-hydroxyglutarate dehydrogenase","sense"
"chr8",144078736,144080623,1888,"+",0.831265726898257,0.0151418121742642,"Promoter",8,144079874,144079942,69,1,"102465510","ENST00000618235.1",0,"ENSG00000284200","MIR6847","microRNA 6847","sense"
"chr22",23272558,23275793,3236,"+",0.638235029455504,0.0151438957417116,"Exon (ENST00000359540.7/613, exon 7 of 22)",22,23283209,23291131,7923,1,"613","ENST00000487968.5",-7416,"ENSG00000186716","BCR","BCR activator of RhoGEF and GTPase","sense"
"chr4",1326969,1330100,3132,"+",0.871359641528536,0.0151838855671212,"Promoter",4,1329057,1340113,11057,1,"10296","ENST00000512289.5",0,"ENSG00000090316","MAEA","macrophage erythroblast attacher, E3 ubiquitin ligase","sense"
"chr7",139231274,139232265,992,"+",0.899956314154202,0.0151838855671212,"Promoter",7,139231237,139308236,77000,1,"254048","ENST00000473989.8",37,"ENSG00000157741","UBN2","ubinuclein 2","sense"
"chr6",3005646,3006554,909,"+",0.806353665008056,0.0152773834164326,"5' UTR",6,3004167,3010189,6023,1,"4835","ENST00000606474.1",1479,"ENSG00000124588","NQO2","N-ribosyldihydronicotinamide:quinone dehydrogenase 2","sense"
"chr1",46033490,46038699,5210,"+",0.685744949281916,0.0154447970536489,"Promoter",1,46033868,46034420,553,1,"23139","ENST00000492813.1",0,"ENSG00000086015","MAST2","microtubule associated serine/threonine kinase 2","sense"
"chr9",129497216,129499437,2222,"+",0.668823333309517,0.0154970514858036,"Promoter",9,129498392,129513683,15292,1,"100506190","ENST00000843341.1",0,NA,"LINC00963","long intergenic non-protein coding RNA 963","sense"
"chr19",4500897,4503417,2521,"+",0.814661793005219,0.0155390763797373,"3' UTR",19,4499629,4501578,1950,1,"84717","ENST00000619255.1",1268,"ENSG00000167674","HDGFL2","HDGF like 2","sense"
"chr21",46425273,46427778,2506,"+",0.764238251189335,0.0156173264051158,"Promoter",21,46425833,46445690,19858,1,"5116","ENST00000418394.2",0,"ENSG00000160299","PCNT","pericentrin","sense"
"chr9",128706706,128707379,674,"+",0.849236456113648,0.0157467540496714,"Exon (ENST00000291906.5/29941, exon 4 of 22)",9,128702503,128720916,18414,1,"29941","ENST00000291906.5",4203,"ENSG00000160447","PKN3","protein kinase N3","sense"
"chr16",30768146,30769581,1436,"+",0.692189859143689,0.0160313057081868,"Promoter",16,30769339,30773982,4644,1,"9810","ENST00000567365.2",0,"ENSG00000103549","RNF40","ring finger protein 40","sense"
"chr11",117997841,118001021,3181,"+",0.835442012271631,0.0161345551278095,"3' UTR",11,117993058,117994207,1150,1,"3587","ENST00000532009.1",4783,"ENSG00000110324","IL10RA","interleukin 10 receptor subunit alpha","sense"
"chr20",63882192,63883932,1741,"+",0.819944301652993,0.016287831563738,"Exon (ENST00000615907.4/7165, exon 5 of 6)",20,63886882,63891545,4664,1,"7165","ENST00000474176.2",-2950,"ENSG00000101150","TPD52L2","TPD52 like 2","sense"
"chr3",166072277,166073846,1570,"+",0.693168425197128,0.0163334782671668,"Distal Intergenic",3,165772905,165837462,64558,2,"590","ENST00000497011.5",-234815,"ENSG00000114200","BCHE","butyrylcholinesterase","antisense"
"chr1",109100205,109100620,416,"+",0.66927959610834,0.0163334782671668,"Promoter",1,109100193,109100612,420,1,"677766","ENST00000458748.1",12,"ENSG00000278249","SCARNA2","small Cajal body-specific RNA 2","sense"
"chr1",113073431,113073639,209,"+",0.893672062031703,0.0163548109770565,"Promoter",1,113073198,113132260,59063,1,"9860","ENST00000361127.6",233,"ENSG00000198799","LRIG2","leucine rich repeats and immunoglobulin like domains 2","sense"
"chr20",63276141,63278412,2272,"+",0.812360340603914,0.0163548109770565,"5' UTR",20,63273318,63277229,3912,1,"55738","ENST00000550188.1",2823,"ENSG00000101199","ARFGAP1","ARF GTPase activating protein 1","sense"
"chr16",85206327,85208485,2159,"+",0.862421235425038,0.0163606286003499,"Intron (ENST00000637419.1/23199, intron 1 of 2)",16,85227203,85309176,81974,1,"107984830","ENST00000653746.1",-18718,NA,"LOC107984830","uncharacterized LOC107984830","sense"
"chr16",4688776,4689290,515,"+",0.920027044070296,0.0163606286003499,"3' UTR",16,4693562,4695844,2283,1,"84309","ENST00000304301.11",-4272,"ENSG00000168101","NUDT16L1","nudix hydrolase 16 like 1","sense"
"chr4",8592968,8594517,1550,"+",0.857374353438178,0.0163606286003499,"Promoter",4,8592834,8599961,7128,1,"8532","ENST00000514875.1",134,"ENSG00000109625","CPZ","carboxypeptidase Z","sense"
"chr22",41339865,41340125,261,"+",0.803622441853622,0.0164127420012037,"Exon (ENST00000352645.5/23264, exon 10 of 23)",22,41367333,41399324,31992,1,"7008","ENST00000406644.7",-27208,"ENSG00000167074","TEF","TEF transcription factor, PAR bZIP family member","sense"
"chr7",128073480,128080641,7162,"+",0.648870870966053,0.0164428103778938,"Exon (ENST00000354725.8/27044, exon 17 of 24)",7,128081861,128081960,100,1,"693178","ENST00000384856.1",-1220,"ENSG00000207588","MIR593","microRNA 593","sense"
"chr11",62129776,62130557,782,"+",0.675341110786503,0.0164428103778938,"Promoter",11,62130559,62141745,11187,1,"3619","ENST00000528375.1",-2,"ENSG00000149503","INCENP","inner centromere protein","sense"
"chr16",28875387,28878699,3313,"+",0.834351232115213,0.0164428103778938,"Promoter",16,28878405,28904464,26060,1,"487","ENST00000357084.7",0,"ENSG00000196296","ATP2A1","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1","sense"
"chr16",2464035,2464822,788,"+",0.803032721047816,0.0165846684508493,"Promoter",16,2463967,2464038,72,1,"102465460","ENST00000610734.1",68,"ENSG00000274805","MIR6768","microRNA 6768","sense"
"chr19",10829078,10833627,4550,"+",0.626310169848455,0.0167712788128999,"Promoter",19,10829112,10830534,1423,1,"1785","ENST00000589106.1",0,"ENSG00000079805","DNM2","dynamin 2","sense"
"chr22",37925717,37926003,287,"+",0.907494673170619,0.0167712788128999,"3' UTR",22,37926563,37942009,15447,1,"85377","ENST00000402631.1",-560,"ENSG00000100139","MICALL1","MICAL like 1","sense"
"chr12",62466850,62467304,455,"+",0.720900467872587,0.0168665152308237,"Promoter",12,62467062,62493936,26875,1,"23041","ENST00000549286.1",0,"ENSG00000061987","MON2","MON2 regulator of endosome-to-Golgi trafficking","sense"
"chr9",129671051,129673192,2142,"+",0.809212240508709,0.0168665152308237,"Intron (ENST00000372469.6/51450, intron 1 of 3)",9,129665647,129722674,57028,1,"51450","ENST00000372469.6",5404,"ENSG00000167157","PRRX2","paired related homeobox 2","sense"
"chr17",48058305,48061099,2795,"+",0.494543993598434,0.0170263252464076,"3' UTR",17,48055952,48058416,2465,1,"4779","ENST00000580037.1",2353,"ENSG00000082641","NFE2L1","NFE2 like bZIP transcription factor 1","sense"
"chr20",63884777,63886015,1239,"+",0.799094925033898,0.0172036026850061,"Intron (ENST00000611972.4/7165, intron 3 of 4)",20,63886882,63891545,4664,1,"7165","ENST00000474176.2",-867,"ENSG00000101150","TPD52L2","TPD52 like 2","sense"
"chr22",35424163,35424740,578,"+",0.870295601339082,0.0172320502323843,"3' UTR",22,35411439,35416672,5234,1,"4174","ENST00000465557.1",12724,"ENSG00000100297","MCM5","minichromosome maintenance complex component 5","sense"
"chr4",1021895,1022760,866,"+",0.912503382081087,0.0172713311091969,"Exon (ENST00000398484.6/53834, exon 4 of 8)",4,1012451,1026897,14447,1,"53834","ENST00000264748.6",9444,"ENSG00000127418","FGFRL1","fibroblast growth factor receptor like 1","sense"
"chr10",87504966,87505552,587,"+",0.913572782068763,0.0172713311091969,"Promoter",10,87504893,87553461,48569,1,"9562","ENST00000371996.9",73,"ENSG00000107789","MINPP1","multiple inositol-polyphosphate phosphatase 1","sense"
"chr9",134337795,134339389,1595,"+",0.911556490347914,0.0173165343593898,"Intron (ENST00000484822.1/6256, intron 2 of 2)",9,134326455,134440585,114131,1,"6256","ENST00000481739.2",11340,"ENSG00000186350","RXRA","retinoid X receptor alpha","sense"
"chr14",105498606,105499580,975,"+",0.840316172738344,0.0173677024721872,"3' UTR",14,105497626,105499229,1604,1,"283643","ENST00000546492.1",980,"ENSG00000185347","TEDC1","tubulin epsilon and delta complex 1","sense"
"chr19",38080832,38082901,2070,"+",0.915844668155673,0.0174338904959087,"5' UTR",19,38087756,38088851,1096,1,"23094","ENST00000595982.1",-4855,"ENSG00000105738","SIPA1L3","signal induced proliferation associated 1 like 3","sense"
"chr1",112688780,112690104,1325,"+",0.702094399635526,0.0174934226502504,"5' UTR",1,112693716,112700699,6984,1,"4343","ENST00000687333.1",-3612,"ENSG00000155363","MOV10","Mov10 RNA helicase","sense"
"chr2",10426733,10427576,844,"+",0.800759493453091,0.0176299228762452,"3' UTR",2,10431586,10432570,985,2,"124907732","ENST00000757690.1",4994,"ENSG00000298739","LOC124907732","uncharacterized LOC124907732","antisense"
"chr19",7519341,7520979,1639,"+",0.789397298508347,0.0177077265214607,"3' UTR",19,7522624,7534009,11386,1,"57192","ENST00000264079.11",-1645,"ENSG00000090674","MCOLN1","mucolipin TRP cation channel 1","sense"
"chr19",35722492,35724012,1521,"+",0.826155877024018,0.0177077265214607,"Promoter",19,35723244,35723929,686,1,"9757","ENST00000685062.1",0,"ENSG00000272333","KMT2B","lysine methyltransferase 2B","sense"
"chr5",473681,474174,494,"+",0.88122759156848,0.0177397383799748,"Promoter",5,473748,475297,1550,1,"100288152","ENST00000658086.1",0,NA,"SLC9A3-AS1","SLC9A3 antisense RNA 1","sense"
"chr19",18922319,18922709,391,"+",0.877548625304128,0.0177397383799748,"Promoter",19,18922332,18927843,5512,1,"54555","ENST00000599156.5",0,"ENSG00000105671","DDX49","DEAD-box helicase 49","sense"
"chr6",53065443,53066388,946,"+",0.83760050303035,0.0177397383799748,"Promoter",6,53065602,53065673,72,1,"128031835","ENST00000678782.1",0,"ENSG00000288646","LOC128031835","uncharacterized LOC128031835","sense"
"chr11",848050,848712,663,"+",0.917533071510282,0.0177397383799748,"Promoter",11,848810,867111,18302,1,"7106","ENST00000409531.5",-98,"ENSG00000214063","TSPAN4","tetraspanin 4","sense"
"chr6",71585105,71585582,478,"+",0.836848563255989,0.0177758310003834,"Exon (ENST00000405746.1/ENST00000405746.1, exon 1 of 1)",6,71469705,71479512,9808,1,"105377853","ENST00000816731.1",115400,"ENSG00000223765","LOC105377853","uncharacterized LOC105377853","sense"
"chr7",127652181,127652622,442,"+",0.784826233838851,0.0177758310003834,"Promoter",7,127652194,127687147,34954,1,"27044","ENST00000463020.1",0,"ENSG00000197157","SND1","staphylococcal nuclease and tudor domain containing 1","sense"
"chr12",132536973,132539372,2400,"+",0.843976048624261,0.0178182572933156,"Intron (ENST00000434748.2/57666, intron 4 of 16)",12,132550729,132554947,4219,1,"124903061","ENST00000624087.1",-11357,NA,"LOC124903061","uncharacterized LOC124903061","sense"
"chr1",43901545,43903624,2080,"+",0.835797207930088,0.0178218841421899,"Exon (ENST00000820825.1/ENST00000820825.1, exon 1 of 3)",1,43899588,43930176,30589,1,"6487","ENST00000490502.1",1957,"ENSG00000126091","ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3","sense"
"chr1",1232669,1233480,812,"+",0.903368093668349,0.0178602112650975,"Promoter",1,1232237,1235041,2805,1,"126792","ENST00000379198.5",432,"ENSG00000176022","B3GALT6","beta-1,3-galactosyltransferase 6","sense"
"chr4",8226862,8229335,2474,"+",0.758671679030652,0.0179734318448992,"Promoter",4,8229151,8241091,11941,1,"54436","ENST00000502350.5",0,"ENSG00000125089","SH3TC1","SH3 domain and tetratricopeptide repeats 1","sense"
"chr11",640805,642500,1696,"+",0.863600492069381,0.0179959550884101,"Downstream (<=300bp)",11,639057,639793,737,1,"1815","ENST00000528733.1",1748,"ENSG00000069696","DRD4","dopamine receptor D4","sense"
"chr19",49468391,49468983,593,"+",0.910572576653247,0.0180372242145843,"Promoter",19,49468293,49470589,2297,1,"126133","ENST00000594549.1",98,"ENSG00000161618","ALDH16A1","aldehyde dehydrogenase 16 family member A1","sense"
"chr19",2194686,2196284,1599,"+",0.814141332074759,0.0180372242145843,"Intron (ENST00000686010.1/84444, intron 7 of 27)",19,2212237,2214572,2336,1,"84444","ENST00000591498.1",-15953,"ENSG00000104885","DOT1L","DOT1 like histone lysine methyltransferase","sense"
"chr22",21695123,21697778,2656,"+",0.530370904134211,0.0180372242145843,"Promoter",22,21694682,21698237,3556,1,"23759","ENST00000681027.1",441,"ENSG00000100023","PPIL2","peptidylprolyl isomerase like 2","sense"
"chr16",67908725,67909526,802,"+",0.80213592728339,0.018100273016517,"5' UTR",16,67893301,67903145,9845,1,"5681","ENST00000575198.1",15424,"ENSG00000159792","PSKH1","protein serine kinase H1","sense"
"chr17",80344760,80349366,4607,"+",0.598474512299257,0.0181031379953004,"Exon (ENST00000582970.6/57674, exon 29 of 68)",17,80354112,80382188,28077,1,"57674","ENST00000558116.5",-4746,"ENSG00000173821","RNF213","ring finger protein 213","sense"
"chr17",47649881,47650396,516,"+",0.817213042009147,0.0181037546745037,"Promoter",17,47649919,47685505,35587,1,"3837","ENST00000290158.9",0,"ENSG00000108424","KPNB1","karyopherin subunit beta 1","sense"
"chr10",74095649,74095846,198,"+",0.809766916347214,0.0182765187348285,"3' UTR",10,74104928,74108975,4048,1,"7414","ENST00000472585.1",-9082,"ENSG00000035403","VCL","vinculin","sense"
"chr9",38395882,38397674,1793,"+",0.796151104560807,0.0182765187348285,"3' UTR",9,38392712,38396138,3427,1,"219","ENST00000635162.1",3170,"ENSG00000137124","ALDH1B1","aldehyde dehydrogenase 1 family member B1","sense"
"chrX",121431445,121432211,767,"+",0.893729211982131,0.0183155427922868,"Distal Intergenic",23,121370972,121371053,82,1,"100500869","ENST00000584290.1",60473,"ENSG00000265456","MIR3672","microRNA 3672","sense"
"chr16",85463092,85464072,981,"+",0.89816797872562,0.0183592970233806,"Intron (ENST00000637419.1/23199, intron 2 of 2)",16,85555967,85654346,98380,1,"23199","ENST00000635906.1",-91895,"ENSG00000131149","GSE1","Gse1 coiled-coil protein","sense"
"chr17",41973497,41975071,1575,"+",0.714378437752724,0.0184453008260716,"3' UTR",17,41971609,41973962,2354,1,"1267","ENST00000486438.1",1888,"ENSG00000173786","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase","sense"
"chr4",1249632,1251558,1927,"+",0.809279186103086,0.0185057894445383,"Promoter",4,1249920,1288203,38284,1,"105374346","ENST00000707163.1",0,NA,"LOC105374346","uncharacterized LOC105374346","sense"
"chr19",49798282,49799738,1457,"+",0.760450072578313,0.0185057894445383,"3' UTR",19,49800692,49801733,1042,1,"160","ENST00000593788.1",-954,"ENSG00000196961","AP2A1","adaptor related protein complex 2 subunit alpha 1","sense"
"chr10",102065936,102067724,1789,"+",0.850002978820497,0.0185057894445383,"Exon (ENST00000299238.7/79803, exon 1 of 1)",10,102065349,102068036,2688,1,"79803","ENST00000299238.7",587,"ENSG00000166189","HPS6","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3","sense"
"chr3",42649390,42650378,989,"+",0.910738566813679,0.0185159407416492,"Intron (ENST00000702423.2/101928323, intron 1 of 3)",3,42653697,42667580,13884,1,"92999","ENST00000232974.11",-3319,"ENSG00000114853","ZBTB47","zinc finger and BTB domain containing 47","sense"
"chr16",30979386,30979892,507,"+",0.907548507450928,0.0185159407416492,"Promoter",16,30980053,30980851,799,1,"9739","ENST00000640410.1",-161,"ENSG00000099381","SETD1A","SET domain containing 1A, histone lysine methyltransferase","sense"
"chr22",20122044,20129501,7458,"+",0.564125664802078,0.0185813779077538,"Promoter",22,20126402,20126526,125,1,"109617010","ENST00000578179.1",0,"ENSG00000264346","SNORA77B","small nucleolar RNA, H/ACA box 77B","sense"
"chr22",47783830,47785338,1509,"+",0.88264601571571,0.0185832866811871,"Intron (ENST00000809073.1/284930, intron 5 of 5)",22,47699194,47730785,31592,1,"284930","ENST00000651270.1",84636,"ENSG00000224271","EPIC1","epigenetically induced MYC interacting lncRNA 1","sense"
"chr16",67194137,67194893,757,"+",0.857099325690298,0.0186340996411845,"Promoter",16,67194952,67198229,3278,1,"1874","ENST00000565226.1",-59,"ENSG00000205250","E2F4","E2F transcription factor 4","sense"
"chr21",43719792,43721137,1346,"+",0.824877793124384,0.0186340996411845,"Intron (ENST00000398081.5/8566, intron 1 of 2)",21,43721692,43732265,10574,1,"8566","ENST00000438837.1",-555,"ENSG00000160209","PDXK","pyridoxal kinase","sense"
"chr19",47270018,47272172,2155,"+",0.623147112374695,0.0187132229850013,"3' UTR",19,47274885,47275723,839,1,"255783","ENST00000552360.4",-2713,"ENSG00000257704","INAFM1","InaF motif containing 1","sense"
"chr1",202160622,202162316,1695,"+",0.911182433408955,0.0188047471915796,"Promoter",1,202147012,202161581,14570,2,"5778","ENST00000309017.9",0,"ENSG00000143851","PTPN7","protein tyrosine phosphatase non-receptor type 7","antisense"
"chr19",35727067,35735657,8591,"+",0.622982345425064,0.0188047471915796,"Promoter",19,35727156,35728171,1016,1,"9757","ENST00000690290.1",0,"ENSG00000272333","KMT2B","lysine methyltransferase 2B","sense"
"chr8",143598142,143600197,2056,"+",0.821333489374505,0.0188404545840538,"Promoter",8,143581079,143599541,18463,2,"1936","ENST00000533749.5",0,"ENSG00000104529","EEF1D","eukaryotic translation elongation factor 1 delta","antisense"
"chr16",30084920,30085267,348,"+",0.648807705620019,0.0190641664181098,"3' UTR",16,30086035,30091213,5179,2,"6911","ENST00000567664.5",5946,"ENSG00000149922","TBX6","T-box transcription factor 6","antisense"
"chr17",45105411,45108777,3367,"+",0.621595025453436,0.0190641664181098,"3' UTR",17,45112303,45113548,1246,2,"113026","ENST00000539433.1",4771,"ENSG00000161714","PLCD3","phospholipase C delta 3","antisense"
"chr2",113201155,113202809,1655,"+",0.743855184738937,0.019100801312127,"3' UTR",2,113198558,113202912,4355,1,"23550","ENST00000464559.1",2597,"ENSG00000125637","PSD4","pleckstrin and Sec7 domain containing 4","sense"
"chr7",30594888,30595863,976,"+",0.769887676269532,0.0191304775838193,"Promoter",7,30594889,30634024,39136,1,"2617","ENST00000676164.1",0,"ENSG00000106105","GARS1","glycyl-tRNA synthetase 1","sense"
"chr17",50353623,50354538,916,"+",0.91049335879759,0.0191304775838193,"Exon (ENST00000017003.7/64132, exon 2 of 11)",17,50356184,50358317,2134,1,"64132","ENST00000511654.1",-1646,"ENSG00000015532","XYLT2","xylosyltransferase 2","sense"
"chr20",37179093,37179575,483,"+",0.908225497181645,0.0191422766077187,"Promoter",20,37101226,37179480,78255,2,"140699","ENST00000422138.2",0,"ENSG00000101353","MROH8","maestro heat like repeat family member 8","antisense"
"chr7",149722283,149726061,3779,"+",0.76577895572009,0.0191422766077187,"Promoter",7,149723561,149725441,1881,1,"84626","ENST00000496080.1",0,"ENSG00000133619","KRABD3","KRAB domain containing 3","sense"
"chr22",41091806,41092953,1148,"+",0.688210074113572,0.0191422766077187,"Promoter",22,41092513,41092566,54,1,"100302237","ENST00000408233.1",0,"ENSG00000284015","MIR1281","microRNA 1281","sense"
"chr1",28887183,28887398,216,"+",0.790272146631215,0.0191422766077187,"Promoter",1,28887172,29117114,229943,1,"2035","ENST00000347529.7",11,"ENSG00000159023","EPB41","erythrocyte membrane protein band 4.1","sense"
"chr11",72226911,72231617,4707,"+",0.661085941456831,0.0191422766077187,"Promoter",11,72227881,72239105,11225,1,"3636","ENST00000538751.5",0,"ENSG00000165458","INPPL1","inositol polyphosphate phosphatase like 1","sense"
"chr8",9555941,9556583,643,"+",0.802259180185392,0.0191422766077187,"Promoter",8,9555940,9777036,221097,1,"8658","ENST00000517770.2",1,"ENSG00000173273","TNKS","tankyrase","sense"
"chrX",70962960,70963304,345,"+",0.56931166083233,0.019151869125352,"Exon (ENST00000429775.2/ENST00000429775.2, exon 1 of 1)",23,70925588,70931125,5538,2,"84889","ENST00000298085.4",-31835,"ENSG00000165349","SLC7A3","solute carrier family 7 member 3","antisense"
"chr20",43715129,43717017,1889,"+",0.679532245937181,0.0191964163375355,"3' UTR",20,43726164,43726697,534,2,"149699","ENST00000373005.2",9680,"ENSG00000124196","GTSF1L","gametocyte specific factor 1 like","antisense"
"chr19",1953849,1956351,2503,"+",0.812095782492518,0.0192798431259431,"Promoter",19,1954621,1969661,15041,1,"1455","ENST00000614707.1",0,"ENSG00000133275","CSNK1G2","casein kinase 1 gamma 2","sense"
"chr19",2281895,2283148,1254,"+",0.881564558764847,0.0192798431259431,"Promoter",19,2274631,2282175,7545,2,"374872","ENST00000342063.5",0,"ENSG00000188305","PEAK3","PEAK family member 3","antisense"
"chr19",38720313,38725895,5583,"+",0.665544989235648,0.0192798431259431,"Exon (ENST00000588618.5/81, exon 12 of 12)",19,38727856,38729820,1965,1,"81","ENST00000497637.5",-1961,"ENSG00000130402","ACTN4","actinin alpha 4","sense"
"chr20",62306219,62308859,2641,"+",0.673085427499737,0.0192798431259431,"3' UTR",20,62309145,62310412,1268,2,"3911","ENST00000495695.1",1553,"ENSG00000130702","LAMA5","laminin subunit alpha 5","antisense"
"chr6",31548164,31548401,238,"+",0.841781823516942,0.019482609187629,"Promoter",6,31545276,31548427,3152,2,"534","ENST00000415099.2",26,"ENSG00000213760","ATP6V1G2","ATPase H+ transporting V1 subunit G2","antisense"
"chr1",960933,964177,3245,"+",0.825102302913134,0.0195199538977124,"Promoter",1,961449,962478,1030,1,"339451","ENST00000463212.1",0,"ENSG00000187961","KLHL17","kelch like family member 17","sense"
"chr3",49172378,49173153,776,"+",0.831804257876818,0.0195568116834659,"Promoter",3,49172713,49174966,2254,1,"200942","ENST00000476495.2",0,"ENSG00000185909","KLHDC8B","kelch domain containing 8B","sense"
"chr12",19439946,19440533,588,"+",0.879643449365805,0.0195568116834659,"Promoter",12,19440324,19518117,77794,1,"121536","ENST00000673644.1",0,"ENSG00000139154","AEBP2","AE binding protein 2","sense"
"chr7",5592876,5596575,3700,"+",0.897574140460547,0.0195568116834659,"Promoter",7,5593848,5603983,10136,1,"6624","ENST00000444748.5",0,"ENSG00000075618","FSCN1","fascin actin-bundling protein 1","sense"
"chr11",67606463,67607489,1027,"+",0.815797853843583,0.0196183261383212,"Promoter",11,67602880,67606706,3827,2,"100505621","ENST00000333139.3",0,"ENSG00000184224","NDUFV1-DT","NDUFV1 divergent transcript","antisense"
"chr12",132520559,132524551,3993,"+",0.844184379441792,0.0196661844999258,"Intron (ENST00000434748.2/57666, intron 2 of 16)",12,132507030,132511952,4923,1,"57666","ENST00000542061.2",13529,"ENSG00000112787","FBRSL1","fibrosin like 1","sense"
"chr17",81672485,81673839,1355,"+",0.62816870502929,0.0196665252996599,"3' UTR",17,81671589,81672102,514,1,"339230","ENST00000572531.1",896,"ENSG00000185298","CCDC137","coiled-coil domain containing 137","sense"
"chr17",17810046,17811878,1833,"+",0.818352777974695,0.0196667078855145,"3' UTR",17,17809282,17810689,1408,1,"10743","ENST00000582514.1",764,"ENSG00000108557","RAI1","retinoic acid induced 1","sense"
"chr11",75566350,75566971,622,"+",0.867693120062027,0.019667606776641,"Exon (ENST00000533603.5/871, exon 3 of 6)",11,75567782,75572782,5001,1,"871","ENST00000525876.1",-811,"ENSG00000149257","SERPINH1","serpin family H member 1","sense"
"chr19",42078849,42081399,2551,"+",0.781854803189795,0.0196873230083101,"3' UTR",19,42076166,42081552,5387,1,"64763","ENST00000359044.5",2683,"ENSG00000105732","ZNF574","zinc finger protein 574","sense"
"chr4",2833756,2835466,1711,"+",0.780526712984833,0.019738128924618,"3' UTR",4,2832345,2834026,1682,1,"6452","ENST00000452765.7",1411,"ENSG00000087266","SH3BP2","SH3 domain binding protein 2","sense"
"chr19",51417397,51417813,417,"+",0.902100449951154,0.019738128924618,"Promoter",19,51410020,51417642,7623,2,"89790","ENST00000339313.10",0,"ENSG00000142512","SIGLEC10","sialic acid binding Ig like lectin 10","antisense"
"chr3",38460716,38460940,225,"+",0.882201438746868,0.019738128924618,"Intron (ENST00000352511.5/93, intron 1 of 10)",3,38451027,38454820,3794,2,"100128640","ENST00000441531.1",-5896,"ENSG00000229589","ACVR2B-AS1","ACVR2B antisense RNA 1","antisense"
