"seqnames","start","end","width","strand","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","orientation"
"chr20",4023922,4024363,442,"+",-0.869999740950266,0.0308383748258225,"Exon (ENST00000427242.1/ENST00000427242.1, exon 1 of 1)",20,3927311,4015558,88248,2,"11237","ENST00000358395.11",-8364,"ENSG00000101236","RNF24","ring finger protein 24","antisense"
"chr17",38715165,38717606,2442,"+",-0.9526916633309,0.0308383748258225,"Promoter",17,38717424,38721156,3733,1,"4302","ENST00000615858.1",0,"ENSG00000275023","MLLT6","MLLT6, PHD finger containing","sense"
"chr8",143269462,143275699,6238,"+",-0.960587787655975,0.0310680556457395,"Promoter",8,143269466,143276411,6946,1,"2738","ENST00000517530.5",0,"ENSG00000250571","GLI4","GLI family zinc finger 4","sense"
"chr14",24311524,24312953,1430,"+",-1.1065282599762,0.03108131278607,"Promoter",14,24311502,24318036,6535,1,"1241","ENST00000345363.8",22,"ENSG00000213903","LTB4R","leukotriene B4 receptor","sense"
"chr1",236483115,236484515,1401,"+",-1.03372215397452,0.031098299708747,"3' UTR",1,236518000,236539063,21064,1,"3964","ENST00000481485.5",-33485,"ENSG00000116977","LGALS8","galectin 8","sense"
"chr12",132567018,132569942,2925,"+",-1.07919309519487,0.0311254153661505,"Exon (ENST00000434748.2/57666, exon 6 of 17)",12,132571152,132572594,1443,1,"57666","ENST00000543453.1",-1210,"ENSG00000112787","FBRSL1","fibrosin like 1","sense"
"chr9",87727680,87728803,1124,"+",-1.05833336086188,0.031172274402893,"Promoter",9,87727603,87731348,3746,1,"1514","ENST00000375894.10",77,"ENSG00000135047","CTSL","cathepsin L","sense"
"chr2",61178849,61179159,311,"+",-1.01401665903103,0.031172274402893,"Promoter",2,61179131,61181680,2550,1,"130872","ENST00000493310.1",0,"ENSG00000293434","AHSA2P","activator of HSP90 ATPase homolog 2, pseudogene","sense"
"chrX",152701107,152702106,1000,"+",-1.03111517818512,0.0313591724471675,"3' UTR",23,152698794,152702347,3554,1,"4102","ENST00000370278.4",2313,"ENSG00000221867","MAGEA3","MAGE family member A3","sense"
"chr20",43702581,43702864,284,"+",-1.05454696251431,0.0314363101618596,"Exon (ENST00000396863.8/4605, exon 7 of 13)",20,43726164,43726697,534,2,"149699","ENST00000373005.2",23833,"ENSG00000124196","GTSF1L","gametocyte specific factor 1 like","antisense"
"chr5",163437607,163438041,435,"+",-1.08234766288341,0.0319630719461828,"Promoter",5,163437607,163441157,3551,1,"900","ENST00000511490.4",0,"ENSG00000113328","CCNG1","cyclin G1","sense"
"chr8",143693582,143695792,2211,"+",-1.0106871792248,0.0327954132377077,"Promoter",8,143696154,143698413,2260,1,"286076","ENST00000531565.1",-362,NA,"LINC02878","long intergenic non-protein coding RNA 2878","sense"
"chr20",63889903,63891472,1570,"+",-0.952339175165666,0.0330635211829132,"3' UTR",20,63886882,63891545,4664,1,"7165","ENST00000474176.2",3021,"ENSG00000101150","TPD52L2","TPD52 like 2","sense"
"chr5",177594881,177596794,1914,"+",-0.921798358646926,0.0330647354973777,"3' UTR",5,177593222,177595386,2165,1,"54732","ENST00000510499.1",1659,"ENSG00000184840","TMED9","transmembrane p24 trafficking protein 9","sense"
"chr22",21643962,21644259,298,"+",-1.02480446454771,0.033114171173485,"3' UTR",22,21642354,21643292,939,1,"23753","ENST00000466935.1",1608,"ENSG00000128228","SDF2L1","stromal cell derived factor 2 like 1","sense"
"chrX",136983011,136984223,1213,"+",-1.12791026872427,0.0332207731073063,"Exon (ENST00000759390.1/ENST00000759390.1, exon 2 of 3)",23,137023929,137033995,10067,2,"83550","ENST00000651716.2",49772,"ENSG00000165370","GPR101","G protein-coupled receptor 101","antisense"
"chr21",43819613,43820171,559,"+",-1.1262200352344,0.0333754776608567,"Distal Intergenic",21,43805758,43812567,6810,2,"284837","ENST00000400385.2",-7046,"ENSG00000215458","AATBC","apoptosis associated transcript in bladder cancer","antisense"
"chr1",202165642,202166433,792,"+",-1.10810701915865,0.0335641680013154,"Distal Intergenic",1,202168051,202189296,21246,1,"148713","ENST00000641549.1",-1618,"ENSG00000293457","PTPRVP","protein tyrosine phosphatase receptor type V, pseudogene","sense"
"chr20",63882755,63883316,562,"+",-1.11767534040814,0.0335641680013154,"Exon (ENST00000615907.4/7165, exon 5 of 6)",20,63886882,63891545,4664,1,"7165","ENST00000474176.2",-3566,"ENSG00000101150","TPD52L2","TPD52 like 2","sense"
"chr19",2222024,2222348,325,"+",-1.11333074545503,0.0335641680013154,"Promoter",19,2222530,2230694,8165,1,"84444","ENST00000457590.2",-182,"ENSG00000104885","DOT1L","DOT1 like histone lysine methyltransferase","sense"
"chr19",13135288,13135789,502,"+",-1.09239678927955,0.0336178269749022,"Exon (ENST00000586171.3/112939, exon 3 of 7)",19,13144615,13145414,800,2,"8677","ENST00000591415.1",9625,"ENSG00000104915","STX10","syntaxin 10","antisense"
"chrX",48528269,48528630,362,"+",-0.866994579712318,0.0336178269749022,"3' UTR",23,48526849,48527671,823,1,"10682","ENST00000466461.1",1420,"ENSG00000147155","EBP","EBP cholestenol delta-isomerase","sense"
"chr16",3283326,3284192,867,"+",-1.07886854423209,0.0336178269749022,"Promoter",16,3283382,3293368,9987,1,"10127","ENST00000575823.2",0,"ENSG00000006194","ZNF263","zinc finger protein 263","sense"
"chr1",153728399,153728723,325,"+",-1.10481702657309,0.0336178269749022,"Promoter",1,153728483,153774079,45597,1,"65123","ENST00000481797.5",0,"ENSG00000143624","INTS3","integrator complex subunit 3","sense"
"chr9",131174071,131174313,243,"+",-1.08080877899447,0.0336178269749022,"Promoter",9,131174168,131192292,18125,1,"8021","ENST00000526346.5",0,"ENSG00000126883","NUP214","nucleoporin 214","sense"
"chr9",136352564,136355719,3156,"+",-1.06994648841383,0.0340367905770714,"Promoter",9,136353057,136359605,6549,1,"26086","ENST00000429455.5",0,"ENSG00000160360","GPSM1","G protein signaling modulator 1","sense"
"chr1",119739226,119744479,5254,"+",-0.847196582744786,0.0340823047029821,"Promoter",1,119739462,119744213,4752,1,"26227","ENST00000482968.1",0,"ENSG00000092621","PHGDH","phosphoglycerate dehydrogenase","sense"
"chr8",127740390,127741727,1338,"+",-0.93152307921816,0.0340823047029821,"3' UTR",8,127739073,127741434,2362,1,"4609","ENST00000707117.1",1317,"ENSG00000136997","MYC","MYC proto-oncogene, bHLH transcription factor","sense"
"chr7",102425077,102426170,1094,"+",-0.990589115430131,0.034477919871124,"3' UTR",7,102433106,102439047,5942,1,"80228","ENST00000482237.5",-6936,"ENSG00000160991","ORAI2","ORAI calcium release-activated calcium modulator 2","sense"
"chr17",16423461,16423813,353,"+",-1.11811037865347,0.0345615199838591,"Exon (ENST00000338560.12/51393, exon 5 of 15)",17,16427474,16428719,1246,1,"51393","ENST00000441875.1",-3661,"ENSG00000187688","TRPV2","transient receptor potential cation channel subfamily V member 2","sense"
"chr9",131521815,131524048,2234,"+",-1.00913505746557,0.0345615199838591,"Promoter",9,131522932,131523799,868,1,"10585","ENST00000682639.1",0,"ENSG00000130714","POMT1","protein O-mannosyltransferase 1","sense"
"chr16",89556915,89557730,816,"+",-1.07858240727251,0.0345615199838591,"3' UTR",16,89554486,89557488,3003,1,"6687","ENST00000565891.2",2429,"ENSG00000197912","SPG7","SPG7 matrix AAA peptidase subunit, paraplegin","sense"
"chr20",25225209,25226583,1375,"+",-1.10318319466682,0.0345615199838591,"3' UTR",20,25224631,25226729,2099,1,"955","ENST00000490187.1",578,"ENSG00000197586","ENTPD6","ectonucleoside triphosphate diphosphohydrolase 6","sense"
"chr19",55654199,55654881,683,"+",-0.97471216105877,0.0347745354669186,"Promoter",19,55654154,55674707,20554,1,"11338","ENST00000592874.2",45,"ENSG00000063244","U2AF2","U2 small nuclear RNA auxiliary factor 2","sense"
"chr9",129866842,129868992,2151,"+",-0.906563924173008,0.0349448616144368,"Promoter",9,129868322,129878437,10116,1,"10868","ENST00000474895.6",0,"ENSG00000136878","USP20","ubiquitin specific peptidase 20","sense"
"chr4",1249657,1251402,1746,"+",-1.10488693072864,0.0349448616144368,"Promoter",4,1249920,1288203,38284,1,"105374346","ENST00000707163.1",0,NA,"LOC105374346","uncharacterized LOC105374346","sense"
"chr2",236126490,236131391,4902,"+",-1.01012183586088,0.0349448616144368,"3' UTR",2,236161400,236163212,1813,2,"2637","ENST00000763729.1",31821,"ENSG00000168505","GBX2","gastrulation brain homeobox 2","antisense"
"chr16",1976708,1978732,2025,"+",-1.04796579736763,0.0349448616144368,"Promoter",16,1977026,1978717,1692,1,"10607","ENST00000567615.1",0,"ENSG00000183751","TBL3","transducin beta like 3","sense"
"chr16",85170227,85172314,2088,"+",-1.0130651807433,0.0349448616144368,"Promoter",16,85171276,85185363,14088,1,"23199","ENST00000574293.1",0,"ENSG00000131149","GSE1","Gse1 coiled-coil protein","sense"
"chrX",154448487,154450647,2161,"+",-1.01941722154471,0.0350532555665469,"Promoter",23,154450320,154450386,67,1,"102465517","ENST00000620733.1",0,"ENSG00000276350","MIR6858","microRNA 6858","sense"
"chr14",73105857,73106287,431,"+",-0.924218890992148,0.0351332670449383,"Promoter",14,73106280,73114333,8054,1,"58517","ENST00000532483.5",0,"ENSG00000119707","RBM25","RNA binding motif protein 25","sense"
"chr16",29798589,29800049,1461,"+",-0.978432350761044,0.0351908675130808,"Promoter",16,29798374,29805311,6938,1,"3835","ENST00000691486.1",215,"ENSG00000079616","KIF22","kinesin family member 22","sense"
"chr12",52076790,52077351,562,"+",-1.10535517670754,0.0352140362130235,"3' UTR",12,52079704,52108255,28552,1,"113523638","ENST00000546390.2",-2353,"ENSG00000284791","SMIM41","small integral membrane protein 41","sense"
"chr3",172041318,172041887,570,"+",-1.11366564062491,0.0352191002022022,"Intron (ENST00000415807.7/64778, intron 1 of 25)",3,172040555,172186834,146280,1,"64778","ENST00000423424.5",763,"ENSG00000075420","FNDC3B","fibronectin type III domain containing 3B","sense"
"chr9",136835243,136837984,2742,"+",-0.920647227649456,0.0352240740834859,"Promoter",9,136835171,136840185,5015,1,"55684","ENST00000435930.1",72,"ENSG00000196642","RABL6","RAB, member RAS oncogene family like 6","sense"
"chr13",50231508,50231676,169,"+",-1.11311119370783,0.0353038994729407,"Intron (ENST00000486895.5/10301, intron 1 of 1)",13,50224281,50401366,177086,1,"124900337","ENST00000483444.5",7227,NA,"LOC124900337","uncharacterized LOC124900337","sense"
"chr22",50440825,50442148,1324,"+",-1.04020274863585,0.0353444451222656,"Exon (ENST00000359139.7/9701, exon 21 of 23)",22,50443087,50444378,1292,1,"9701","ENST00000470046.1",-939,"ENSG00000100239","PPP6R2","protein phosphatase 6 regulatory subunit 2","sense"
"chr8",143719361,143721324,1964,"+",-1.11038444163165,0.0353444451222656,"Promoter",8,143720192,143721356,1165,1,"225689","ENST00000533830.1",0,"ENSG00000181085","MAPK15","mitogen-activated protein kinase 15","sense"
"chr22",23180957,23182300,1344,"+",-0.990720458336783,0.0353444451222656,"Promoter",22,23180509,23318037,137529,1,"613","ENST00000305877.13",448,"ENSG00000186716","BCR","BCR activator of RhoGEF and GTPase","sense"
"chr7",128794384,128794749,366,"+",-1.08475918940176,0.0353444451222656,"Exon (ENST00000485998.6/64753, exon 3 of 5)",7,128792018,128822119,30102,1,"64753","ENST00000487361.5",2366,"ENSG00000128596","CCDC136","coiled-coil domain containing 136","sense"
"chr15",75206280,75208582,2303,"+",-0.923672952232503,0.0354533712800187,"Promoter",15,75206049,75212169,6121,1,"56905","ENST00000567617.1",231,"ENSG00000167173","C15orf39","chromosome 15 open reading frame 39","sense"
"chr1",156733366,156733561,196,"+",-1.08431781732044,0.0359763833191503,"Promoter",1,156733472,156734141,670,1,"51093","ENST00000462397.1",0,"ENSG00000143303","METTL25B","methyltransferase like 25B","sense"
"chr12",111406389,111407713,1325,"+",-1.10091130488518,0.0360045459029623,"Promoter",12,111405923,111451623,45701,1,"10019","ENST00000341259.7",466,"ENSG00000111252","SH2B3","SH2B adaptor protein 3","sense"
"chr1",15730537,15735920,5384,"+",-0.892245773203338,0.0360531109504909,"Promoter",1,15736258,15741392,5135,1,"284723","ENST00000294454.6",-338,"ENSG00000162461","SLC25A34","solute carrier family 25 member 34","sense"
"chr16",85648542,85649177,636,"+",-1.10540156463832,0.0360670635929829,"5' UTR",16,85654432,85676204,21773,1,"23199","ENST00000412692.5",-5255,"ENSG00000131149","GSE1","Gse1 coiled-coil protein","sense"
"chr22",24166640,24167292,653,"+",-1.06345512010778,0.0360670635929829,"Promoter",22,24167223,24173398,6176,1,"23523","ENST00000485008.1",0,"ENSG00000099991","CABIN1","calcineurin binding protein 1","sense"
"chr3",41239155,41240404,1250,"+",-1.09249417927595,0.0362677090176921,"3' UTR",3,41237734,41239939,2206,1,"1499","ENST00000644501.1",1421,"ENSG00000168036","CTNNB1","catenin beta 1","sense"
"chr18",13761324,13764208,2885,"+",-1.0246665603639,0.0362940069047988,"3' UTR",18,13746273,13762627,16355,1,"8731","ENST00000593007.1",15051,"ENSG00000101654","RNMT","RNA guanine-7 methyltransferase","sense"
"chr1",180721997,180722391,395,"+",-0.872176501538381,0.0362999880119599,"Intron (ENST00000367590.9/9213, intron 2 of 14)",1,180632032,180886126,254095,1,"9213","ENST00000367589.3",89965,"ENSG00000143324","XPR1","xenotropic and polytropic retrovirus receptor 1","sense"
"chr7",143381565,143392161,10597,"+",-0.96524028704348,0.0362999880119599,"Promoter",7,143379685,143382240,2556,2,"100507507","ENST00000841328.1",0,"ENSG00000232533","FAM131B-AS2","FAM131B antisense RNA 2","antisense"
"chr7",44211212,44214209,2998,"+",-0.914941233256487,0.0364879996048048,"3' UTR",7,44208136,44212613,4478,1,"10652","ENST00000424864.1",3076,"ENSG00000106636","YKT6","YKT6 vesicular SNARE protein","sense"
"chr1",41015901,41016492,592,"+",-1.10462539919419,0.0367156322777117,"3' UTR",1,41014590,41043890,29301,1,"100507178","ENST00000626479.1",1311,"ENSG00000281207","SLFNL1-AS1","SLFNL1 antisense RNA 1","sense"
"chr19",47270018,47272143,2126,"+",-0.916215204970544,0.0369588380133793,"3' UTR",19,47274885,47275723,839,1,"255783","ENST00000552360.4",-2742,"ENSG00000257704","INAFM1","InaF motif containing 1","sense"
"chr20",63934271,63935916,1646,"+",-1.00319311835896,0.0369777815669468,"3' UTR",20,63941465,63941544,80,2,"100302137","ENST00000607800.1",5628,"ENSG00000284433","MIR1914","microRNA 1914","antisense"
"chr15",41231254,41231455,202,"+",-1.01782623982955,0.0373165993368807,"Promoter",15,41231268,41281887,50620,1,"11261","ENST00000334660.10",0,"ENSG00000187446","CHP1","calcineurin like EF-hand protein 1","sense"
"chr1",12021651,12022402,752,"+",-0.990229725481927,0.0373165993368807,"Promoter",1,12022222,12031975,9754,1,"60672","ENST00000466860.5",0,"ENSG00000116691","MIIP","migration and invasion inhibitory protein","sense"
"chr16",89904114,89905084,971,"+",-1.06985068703934,0.0373165993368807,"Promoter",16,89905009,89909174,4166,1,"22980","ENST00000563484.1",0,"ENSG00000141002","TCF25","TCF25 ribosome quality control complex subunit","sense"
"chr16",30971435,30971678,244,"+",-1.03625754035279,0.0373165993368807,"Exon (ENST00000710314.1/9739, exon 13 of 19)",16,30980053,30980851,799,1,"9739","ENST00000640410.1",-8375,"ENSG00000099381","SETD1A","SET domain containing 1A, histone lysine methyltransferase","sense"
"chr5",176656737,176659423,2687,"+",-0.987512636843904,0.0373761006374738,"3' UTR",5,176647620,176657056,9437,1,"26262","ENST00000507471.1",9117,"ENSG00000048140","TSPAN17","tetraspanin 17","sense"
"chr7",99628671,99630650,1980,"+",-1.00988096948046,0.0373761006374738,"3' UTR",7,99621061,99632371,11311,1,"221785","ENST00000485586.1",7610,"ENSG00000197037","ZSCAN25","zinc finger and SCAN domain containing 25","sense"
"chr9",21695192,21696245,1054,"+",-1.02607605118907,0.0374680370564315,"Exon (ENST00000427983.2/ENST00000427983.2, exon 1 of 1)",9,21699544,21709200,9657,2,"107987026","ENST00000766147.1",12955,NA,"LOC107987026","uncharacterized LOC107987026","antisense"
"chr12",109596437,109597062,626,"+",-1.08470871148247,0.037488923668272,"3' UTR",12,109593759,109597212,3454,1,"4598","ENST00000697198.1",2678,"ENSG00000110921","MVK","mevalonate kinase","sense"
"chr11",207688,210005,2318,"+",-1.05091749428594,0.0374918200302623,"Promoter",11,209336,209406,71,1,"102465445","ENST00000611346.1",0,"ENSG00000283920","MIR6743","microRNA 6743","sense"
"chr19",42285095,42288173,3079,"+",-0.961190144117451,0.0375064726018213,"Promoter",19,42284665,42295797,11133,1,"23152","ENST00000575354.6",430,"ENSG00000079432","CIC","capicua transcriptional repressor","sense"
"chr10",79312482,79316270,3789,"+",-0.957397302635054,0.0376350188065111,"3' UTR",10,79347469,79351609,4141,1,"10105","ENST00000498681.5",-31199,"ENSG00000108179","PPIF","peptidylprolyl isomerase F","sense"
"chr22",21696321,21697778,1458,"+",-0.932205718237555,0.0377457190218371,"3' UTR",22,21694682,21698237,3556,1,"23759","ENST00000681027.1",1639,"ENSG00000100023","PPIL2","peptidylprolyl isomerase like 2","sense"
"chr10",79353500,79355304,1805,"+",-0.912060729260414,0.0377457190218371,"3' UTR",10,79347658,79354086,6429,1,"10105","ENST00000448165.1",5842,"ENSG00000108179","PPIF","peptidylprolyl isomerase F","sense"
"chr17",1726494,1728585,2092,"+",-1.03541105305225,0.0377913010351543,"Promoter",17,1727574,1738584,11011,1,"124997","ENST00000464528.5",0,"ENSG00000167716","WDR81","WD repeat domain 81","sense"
"chr17",45105706,45108797,3092,"+",-0.879144608008145,0.03794357269694,"3' UTR",17,45112303,45113548,1246,2,"113026","ENST00000539433.1",4751,"ENSG00000161714","PLCD3","phospholipase C delta 3","antisense"
"chr2",54628932,54630084,1153,"+",-0.981075551731971,0.03794357269694,"Exon (ENST00000356805.9/6711, exon 14 of 36)",2,54652518,54660290,7773,1,"6711","ENST00000496323.1",-22434,"ENSG00000115306","SPTBN1","spectrin beta, non-erythrocytic 1","sense"
"chr7",75024801,75025381,581,"+",-1.03937359037905,0.03794357269694,"3' UTR",7,75007888,75021943,14056,1,"729438","ENST00000622472.1",16913,"ENSG00000274070","CASTOR2","cytosolic arginine sensor for mTORC1 subunit 2","sense"
"chr17",42562194,42566245,4052,"+",-0.933330646398023,0.0382173633895387,"Promoter",17,42563307,42566274,2968,1,"80347","ENST00000591753.1",0,"ENSG00000068120","COASY","Coenzyme A synthase","sense"
"chr4",7030380,7031779,1400,"+",-0.964376271057655,0.0382173633895387,"3' UTR",4,7041899,7054431,12533,1,"93624","ENST00000506692.1",-10120,"ENSG00000173011","TADA2B","transcriptional adaptor 2B","sense"
"chr19",47209160,47210055,896,"+",-0.978785307143766,0.0382173633895387,"3' UTR",19,47226942,47227021,80,1,"100422899","ENST00000577414.1",-16887,"ENSG00000265134","MIR3190","microRNA 3190","sense"
"chr11",563276,563936,661,"+",-1.08149211424386,0.0383653384490558,"3' UTR",11,562385,563685,1301,1,"8045","ENST00000531112.1",891,"ENSG00000099849","RASSF7","Ras association domain family member 7","sense"
"chr1",150555452,150564049,8598,"+",-0.97606422411701,0.0383653384490558,"Promoter",1,150548562,150557724,9163,2,"100289061","ENST00000442435.3",0,"ENSG00000237781","ADAMTSL4-AS2","ADAMTSL4 antisense RNA 2","antisense"
"chr20",49887599,49891952,4354,"+",-0.992407462488976,0.0383653384490558,"3' UTR",20,49886371,49892242,5872,1,"23315","ENST00000490250.1",1228,"ENSG00000197818","SLC9A8","solute carrier family 9 member A8","sense"
"chr15",67093657,67094922,1266,"+",-1.0776010657225,0.0383653384490558,"Intron (ENST00000559460.6/4088, intron 1 of 8)",15,67098582,67165035,66454,1,"4088","ENST00000559092.2",-3660,"ENSG00000166949","SMAD3","SMAD family member 3","sense"
"chr14",102029572,102029958,387,"+",-1.07595052878272,0.0383653384490558,"3' UTR",14,102028272,102030711,2440,1,"1778","ENST00000642882.1",1300,"ENSG00000197102","DYNC1H1","dynein cytoplasmic 1 heavy chain 1","sense"
"chr1",1062787,1063356,570,"+",-1.09113645448761,0.0383653384490558,"Promoter",1,1063055,1066441,3387,1,"100288175","ENST00000799594.1",0,"ENSG00000291156","LOC100288175","uncharacterized LOC100288175","sense"
"chr13",113548297,113549682,1386,"+",-1.03147872480173,0.0385892961343228,"Promoter",13,113548303,113554590,6288,1,"55002","ENST00000620021.4",0,"ENSG00000150403","SLC9D1","solute carrier family 9 member D1","sense"
"chr17",28748529,28750249,1721,"+",-0.992142454727946,0.0385892961343228,"Promoter",17,28748124,28748742,619,1,"9618","ENST00000580073.1",405,"ENSG00000076604","TRAF4","TNF receptor associated factor 4","sense"
"chr14",24430352,24432482,2131,"+",-0.960464680679382,0.0385892961343228,"Promoter",14,24427605,24430954,3350,2,"643866","ENST00000555436.1",0,"ENSG00000139899","CBLN3","cerebellin 3 precursor","antisense"
"chr11",4091328,4092589,1262,"+",-1.02150800377922,0.0385892961343228,"3' UTR",11,4094707,4107480,12774,1,"6240","ENST00000532710.5",-2118,"ENSG00000167325","RRM1","ribonucleotide reductase catalytic subunit M1","sense"
"chr16",2169816,2172557,2742,"+",-1.01852817605078,0.0388698450113276,"Promoter",16,2170628,2178017,7390,1,"84231","ENST00000704453.1",0,"ENSG00000131653","TRAF7","TNF receptor associated factor 7","sense"
"chr1",211433743,211434966,1224,"+",-0.844826271442561,0.038911516782775,"Exon (ENST00000423222.7/84791, exon 6 of 6)",1,211399143,211432537,33395,1,"84791","ENST00000610948.2",34600,"ENSG00000153363","LINC00467","long intergenic non-protein coding RNA 467","sense"
"chr12",76837167,76837484,318,"+",-1.08437175864694,0.038911516782775,"Intron (ENST00000426126.7/23390, intron 10 of 16)",12,76840391,76848360,7970,1,"23390","ENST00000550789.5",-2907,"ENSG00000186908","ZDHHC17","zDHHC palmitoyltransferase 17","sense"
"chr5",133103876,133104456,581,"+",-1.06086293007637,0.0389565004369559,"3' UTR",5,133101596,133104477,2882,1,"3308","ENST00000514825.1",2280,"ENSG00000170606","HSPA4","heat shock protein family A (Hsp70) member 4","sense"
"chr1",1400614,1401809,1196,"+",-0.97737850127011,0.0389565004369559,"Exon (ENST00000448629.9/148413, exon 3 of 3)",1,1399572,1402006,2435,1,"148413","ENST00000447725.2",1042,"ENSG00000224870","MRPL20-AS1","MRPL20 antisense RNA 1","sense"
"chr6",16295038,16295446,409,"+",-0.988205031404284,0.0389565004369559,"3' UTR",6,16289945,16295121,5177,1,"2766","ENST00000540478.1",5093,"ENSG00000137198","GMPR","guanosine monophosphate reductase","sense"
"chr3",127639242,127639487,246,"+",-1.01822899880704,0.0390196591423543,"Exon (ENST00000342480.7/50512, exon 2 of 8)",3,127629185,127672802,43618,1,"50512","ENST00000342480.7",10057,"ENSG00000114631","PODXL2","podocalyxin like 2","sense"
"chr19",36104537,36105032,496,"+",-1.08559044177657,0.0390196591423543,"3' UTR",19,36102752,36105108,2357,1,"284403","ENST00000680597.1",1785,"ENSG00000075702","WDR62","WD repeat domain 62","sense"
"chr17",59843747,59844658,912,"+",-0.909800237087599,0.0390196591423543,"Distal Intergenic",17,59841266,59841337,72,1,"406991","ENST00000362134.1",2481,"ENSG00000284190","MIR21","microRNA 21","sense"
"chr1",156134111,156137803,3693,"+",-0.933228907661016,0.0390196591423543,"Promoter",1,156134805,156135408,604,1,"4000","ENST00000515824.1",0,"ENSG00000160789","LMNA","lamin A/C","sense"
"chr17",81899980,81900181,202,"+",-0.972123919388214,0.0394190760796676,"3' UTR",17,81902238,81902905,668,1,"256933","ENST00000333383.8",-2057,"ENSG00000183979","NPB","neuropeptide B","sense"
"chr11",558000,559463,1464,"+",-1.08471118983686,0.0394190760796676,"Promoter",11,557399,559382,1984,2,"256329","ENST00000486629.1",0,"ENSG00000185522","LMNTD2","lamin tail domain containing 2","antisense"
"chr9",131464793,131465043,251,"+",-0.989824823803005,0.0394190760796676,"Exon (ENST00000684596.1/84726, exon 12 of 32)",9,131455143,131470791,15649,1,"84726","ENST00000684736.1",9650,"ENSG00000288701","PRRC2B","proline rich coiled-coil 2B","sense"
"chr11",119113883,119114262,380,"+",-1.07057295472086,0.0394920930043056,"Exon (ENST00000648610.2/9854, exon 12 of 14)",11,119111561,119113289,1729,1,"9854","ENST00000533458.1",2322,"ENSG00000172375","C2CD2L","C2CD2 like","sense"
"chr14",23638847,23639896,1050,"+",-1.03617687073774,0.039542442273851,"Promoter",14,23639293,23645639,6347,1,"10202","ENST00000557535.5",0,"ENSG00000100867","DHRS2","dehydrogenase/reductase 2","sense"
"chr14",73252702,73253724,1023,"+",-1.08032359194291,0.0396661911579383,"Exon (ENST00000340738.9/89932, exon 10 of 26)",14,73249776,73251018,1243,1,"89932","ENST00000555035.1",2926,"ENSG00000100767","PAPLN","papilin, proteoglycan like sulfated glycoprotein","sense"
"chr12",49272325,49273233,909,"+",-0.904140913184867,0.0396661911579383,"3' UTR",12,49269786,49273166,3381,1,"84790","ENST00000548470.1",2539,"ENSG00000167553","TUBA1C","tubulin alpha 1c","sense"
"chr16",4694931,4696118,1188,"+",-1.06010123851689,0.0396661911579383,"3' UTR",16,4693761,4695292,1532,1,"84309","ENST00000590460.1",1170,"ENSG00000168101","NUDT16L1","nudix hydrolase 16 like 1","sense"
"chr9",129493539,129495354,1816,"+",-1.0140580050629,0.0396661911579383,"Promoter",9,129495391,129513682,18292,1,"124900275","ENST00000622120.2",-37,"ENSG00000204054","LOC124900275","extensin-like","sense"
"chr1",109250188,109253164,2977,"+",-0.98832616599719,0.0396661911579383,"Exon (ENST00000271332.4/1952, exon 1 of 34)",1,109249539,109275751,26213,1,"1952","ENST00000271332.4",649,"ENSG00000143126","CELSR2","cadherin EGF LAG seven-pass G-type receptor 2","sense"
"chr16",85621282,85630169,8888,"+",-0.892793899243298,0.0396661911579383,"Intron (ENST00000637419.1/23199, intron 2 of 2)",16,85613352,85676204,62853,1,"23199","ENST00000393243.5",7930,"ENSG00000131149","GSE1","Gse1 coiled-coil protein","sense"
"chr4",10416874,10417412,539,"+",-1.08117643476826,0.0398271484443772,"Distal Intergenic",4,10405074,10409956,4883,1,"107986260","ENST00000789044.1",11800,NA,"LOC107986260","uncharacterized LOC107986260","sense"
"chr5",659700,660894,1195,"+",-1.08087704958546,0.0398572614975462,"3' UTR",5,655455,667168,11714,1,"55722","ENST00000514507.1",4245,"ENSG00000112877","CEP72","centrosomal protein 72","sense"
"chr8",22614106,22614283,178,"+",-1.07677112418583,0.0401109989057432,"Promoter",8,22614388,22620468,6081,1,"57805","ENST00000520738.5",-105,"ENSG00000158941","CCAR2","cell cycle and apoptosis regulator 2","sense"
"chr11",820315,821815,1501,"+",-1.06891598880264,0.0401109989057432,"Promoter",11,820835,825219,4385,1,"57104","ENST00000525250.5",0,"ENSG00000177666","PNPLA2","patatin like domain 2, triacylglycerol lipase","sense"
"chr11",64205919,64209707,3789,"+",-0.874708151521632,0.0402305866827586,"Promoter",11,64205926,64223833,17908,1,"83706","ENST00000698852.1",0,"ENSG00000149781","FERMT3","FERM domain containing kindlin 3","sense"
"chr20",3223372,3223773,402,"+",-1.06208103356255,0.0402305866827586,"3' UTR",20,3221753,3223870,2118,1,"3704","ENST00000472295.1",1619,"ENSG00000125877","ITPA","inosine triphosphatase","sense"
"chr19",38708247,38711247,3001,"+",-0.957737247207859,0.0403009559838906,"Promoter",19,38710833,38717117,6285,1,"81","ENST00000489451.1",0,"ENSG00000130402","ACTN4","actinin alpha 4","sense"
"chr19",54130605,54131688,1084,"+",-0.985713888924688,0.0403009559838906,"3' UTR",19,54119511,54125343,5833,2,"121832802","ENST00000452097.1",-5262,NA,"PRPF31-AS1","PRPF31 antisense RNA 1","antisense"
