"seqnames","start","end","width","strand","Conc","Conc_siUAP56","Conc_siC","Fold","p.value","FDR"
"6",35376749,35377040,292,"*",7.27177209794593,7.76919004321693,6.50643344678116,1.02273404226108,0.000214114652877214,0.0146294047654973
"14",40825374,40826242,869,"*",5.72794892206984,6.37206920691087,4.53436025261786,1.2329644916744,0.000214660938868151,0.0146294047654973
"16",1698843,1699652,810,"*",5.62465939049741,4.41787173205309,6.2724507848733,-1.23627473733761,0.000220598570148062,0.0149489076377356
"12",102860041,102861579,1539,"*",5.54686311695534,6.21405349420582,4.26765850709612,1.25428626505252,0.000221559353084193,0.0149489076377356
"19",55694714,55697234,2521,"*",6.97984865942203,6.04383533086276,7.5428356860407,-1.12877895075744,0.000223473604907513,0.0149489076377356
"11",58818807,58823259,4453,"*",9.06612678745363,9.68370335599263,7.96361285346037,1.19918687280052,0.000227159765465459,0.0149489076377356
"12",46880748,46881627,880,"*",7.06336791021224,7.60719195953078,6.18018092074378,1.0974897683254,0.000228131425579818,0.0149489076377356
"21",46431609,46432206,598,"*",7.00131661764568,6.02793683664919,7.5772954285001,-1.14615110514984,0.000230823166193977,0.0149489076377356
"19",3534549,3536006,1458,"*",5.86503111351852,4.77840178626842,6.47775142765081,-1.19262299733205,0.000231579781380566,0.0149489076377356
"4",112162547,112163367,821,"*",7.02334638398385,7.51811218657427,6.26435183455604,1.01604206376295,0.000231968441997007,0.0149489076377356
"2",175721148,175722464,1317,"*",5.87058132379044,6.51643798323089,4.67076898173337,1.23059914460058,0.000232125362415774,0.0149489076377356
"7",93681877,93682067,191,"*",6.07621514851549,6.7060698617334,4.93249445996987,1.21309906815014,0.000232347788529119,0.0149489076377356
"5",97302072,97302926,855,"*",6.34234608447059,6.93857956445154,5.30799499173192,1.17178373350916,0.00023348118230062,0.0149489076377356
"3",127031353,127037585,6233,"*",8.66753423184898,7.74574384375261,9.22545543436887,-1.1175577278592,0.000234098345585073,0.0149489076377356
"5",140566337,140568997,2661,"*",6.66220037814789,5.5674215113928,7.27742089619655,-1.19710156947348,0.000234505098212315,0.0149489076377356
"19",49009809,49011253,1445,"*",6.13006798056591,5.11205188573965,6.72098619483322,-1.16499130352219,0.000236681099766219,0.0149489076377356
"17",80339247,80340258,1012,"*",7.01676163415417,5.99158044337135,7.61002113226821,-1.16833078170893,0.000237902758818112,0.0149489076377356
"11",63907942,63911192,3251,"*",6.22775279243921,5.14648790478887,6.83881723735401,-1.19117193780137,0.000238326971188168,0.0149489076377356
"10",1258489,1263003,4515,"*",9.10863221436072,9.74587866165851,7.9393491858443,1.2190612882687,0.000239099050639209,0.0149489076377356
"12",95076174,95076726,553,"*",5.52860962530626,6.19177208337534,4.26482468061682,1.24566901731554,0.000239139957797699,0.0149489076377356
"17",17793966,17798685,4720,"*",6.86937738647137,5.98498753741511,7.41364852426648,-1.09798084717488,0.000239679000132615,0.0149489076377356
"19",36149886,36150284,399,"*",6.45162263333166,5.46353238587669,7.03259326754033,-1.15153093653701,0.000240836651109299,0.0149543504562134
"7",150329236,150332509,3274,"*",7.91386034007215,7.08667381878431,8.43629044630253,-1.06172951397845,0.000242705633309008,0.0150037185971688
"4",103291440,103291886,447,"*",7.47845310300789,8.02677955641587,6.58308948862868,1.10160157140226,0.000244159132274662,0.015027080339248
"20",35904902,35905060,159,"*",5.52748659418622,6.19060245190871,4.26387883346825,1.24364741566161,0.000246619167994788,0.0151119140177859
"X",13339876,13340372,497,"*",6.24714455411242,5.21806116833566,6.84167267238187,-1.16800635030974,0.000249843060057166,0.0152147162267072
"7",128834999,128841550,6552,"*",8.00573800033916,7.01325302646581,8.58818676801253,-1.15031999620867,0.000250474893145993,0.0152147162267072
"12",44095950,44097690,1741,"*",7.06060253403215,7.63636467553993,6.08785672907732,1.140445719809,0.000253039622274438,0.0153039678043125
"6",126559942,126564384,4443,"*",6.64184084280311,7.24386909655609,5.58939785329588,1.17444286823388,0.000258235410845644,0.015550891917778
"11",90591018,90592320,1303,"*",6.17321332920338,6.8078651440963,5.0129697846198,1.21228494702398,0.000260107297528308,0.0155963907887038
"20",63685315,63687791,2477,"*",5.23383436100003,3.83669700576476,5.93011154482127,-1.26803743134456,0.000261626228760318,0.015620427529959
"2",205154216,205154428,213,"*",6.52647322384828,7.08417421622061,5.6052968088489,1.11295594015945,0.000264094751396028,0.015700713922357
"6",10735771,10736387,617,"*",5.7663237912646,6.40098622934584,4.60604338464068,1.21020333600552,0.000268396998842524,0.0158384994306968
"13",43968557,43971238,2682,"*",7.25299599570944,6.30593925059459,7.81987000910208,-1.12660363678881,0.000268679719782058,0.0158384994306968
"1",156138377,156139959,1583,"*",6.30501670549201,5.30388842829279,6.89035510261297,-1.15234187930016,0.000269846184344711,0.0158404245440334
"8",144093735,144093958,224,"*",6.88165883921819,7.42507015890876,5.99958104931436,1.09041028486344,0.000273142465975998,0.015966834276781
"5",116125972,116127767,1796,"*",8.12130524969598,8.65684274883088,7.2601666762473,1.0775639456389,0.000274304690608734,0.0159679618020609
"18",977889,978101,213,"*",7.15707282006859,7.67569492441728,6.33954557375783,1.05076711892573,0.000278688126857516,0.0161447489449312
"4",186795803,186796110,308,"*",6.88995676862958,7.40467710279436,6.0822338775474,1.0439433563639,0.000281242428029861,0.0161447489449312
"6",34858794,34859562,769,"*",6.13727265827496,5.06863321345961,6.74440796147464,-1.17791341932961,0.000281911415639184,0.0161447489449312
"3",126990487,127005251,14765,"*",8.19199569993383,7.29564065408971,8.74068645792238,-1.09705082747354,0.000282330347353815,0.0161447489449312
"11",74880242,74881391,1150,"*",5.01113260578944,5.73219431265171,3.50316143733866,1.27543451094701,0.000283119568499617,0.0161447489449312
"2",235628327,235628553,227,"*",4.73230082920427,3.19000091789322,5.46058039763381,-1.27886589775981,0.00028446291927049,0.0161471429177578
"5",62806840,62808780,1941,"*",7.37311112753372,7.92221171327161,6.47563964729116,1.09705036695255,0.000285473072842759,0.0161471429177578
"17",81701722,81702068,347,"*",5.81417776297782,4.53791487123274,6.48060388986436,-1.23859470545929,0.000287722715263889,0.016208766350612
"6",70786921,70788272,1352,"*",7.71740921928673,8.28578247099936,6.7660622448676,1.12386043468836,0.000290903713379863,0.016322151725422
"14",29135361,29136174,814,"*",6.82189522406877,7.33277882275614,6.02372316576838,1.03645493387077,0.000293996475364206,0.0163716435624594
"17",80572185,80572628,444,"*",5.86837476171431,4.75578613856866,6.48899543116992,-1.19115102166905,0.000294129449157348,0.0163716435624594
"6",167951243,167952200,958,"*",7.96246714597316,7.1268660426591,8.48818574196877,-1.06038785782545,0.000296057280580974,0.0164135566150666
"1",40431890,40432105,216,"*",6.98134701109625,7.51741918473454,6.11879972192611,1.07580522349041,0.000298629861067264,0.0164907422488962
"6",119373813,119376160,2348,"*",7.9819340920151,8.5353681573011,7.07258477598611,1.10107293682871,0.000300585307532178,0.0165333753209923
"11",6760054,6761174,1121,"*",5.24402773247575,5.95816913057012,3.76806492157964,1.26690893474377,0.000301981639634004,0.0165450411267712
"20",32792532,32793454,923,"*",5.31141412612261,4.06123607859356,5.97097675826048,-1.22680086763917,0.000306203693975843,0.016650016868745
"7",100871541,100871713,173,"*",4.83264823122279,3.33429914287695,5.55164920179856,-1.268891513983,0.00030628117781601,0.016650016868745
"19",52212681,52213104,424,"*",4.44190250273606,2.76242273823847,5.19705056890055,-1.27870639279453,0.000312629659828972,0.0168384957685663
"6",112908705,112909673,969,"*",8.01386739584732,8.58526180272432,7.05382245495826,1.12469292235641,0.000312975815051582,0.0168384957685663
"9",106250489,106250717,229,"*",5.13855731654627,5.84358452383121,3.70347038583522,1.25891077951407,0.000313364032626672,0.0168384957685663
"11",702799,703832,1034,"*",4.66086682767904,3.05043043323452,5.40287366636728,-1.27541225555826,0.000314865179968719,0.0168543349783256
"3",14484111,14489097,4987,"*",7.88379992804253,6.98079472478087,8.43492548273275,-1.09654794874851,0.000316379835788523,0.0168707736099292
"13",50503288,50504863,1576,"*",7.16961182594093,7.68544756737473,6.35909563981946,1.04137164259173,0.00032446660892271,0.0172362090998448
"8",70877804,70881645,3842,"*",5.26197151073526,5.95541719259008,3.87685571035901,1.2486533092966,0.000326131986288573,0.0172590529562032
"12",70491034,70491501,468,"*",6.42025342485996,6.97749626019847,5.5003532715991,1.10346925134775,0.000328276814902744,0.0173070014377594
"8",38819576,38820524,949,"*",5.74747061874947,4.50403056932979,6.4052346827138,-1.22197535453012,0.000330400074042159,0.0173534565204624
"11",124393159,124393494,336,"*",8.12264575226884,8.69919515343205,7.14759462966763,1.12835976283454,0.000336707719498539,0.0176094175200244
"6",119402343,119404948,2606,"*",8.81458371191149,9.40618352468401,7.79448657001515,1.1472440856346,0.000338984170985095,0.0176094175200244
"7",45075610,45076393,784,"*",6.42385313027795,5.42365201441013,7.00888266339195,-1.14142822980438,0.000339054707099461,0.0176094175200244
"6",91339409,91340121,713,"*",4.91212672404975,5.67779503932475,3.17440400570937,1.27209254829769,0.000340811582702635,0.0176351060071797
"1",247971745,247974256,2512,"*",6.8039989304453,7.41508983555876,5.72264852591522,1.17044840190607,0.000344619138253769,0.0177663246514517
"2",184794844,184795894,1051,"*",6.94552174536536,7.48485572419848,6.07433921327629,1.07532192648888,0.000347030369685996,0.0178248577017759
"19",39422760,39424573,1814,"*",7.12943347476385,6.26383904214213,7.66665972387712,-1.07225095000075,0.000357837472460122,0.0183126275741405
"22",50518147,50519625,1479,"*",5.1544447301261,3.8246838210661,5.83446821198528,-1.2331576366764,0.000360328602957357,0.0183728135471432
"1",32194897,32198811,3915,"*",7.68796183568498,6.80760855904151,8.2307306039985,-1.07913522480246,0.000363457148480248,0.0184649448051547
"16",30723076,30724986,1911,"*",6.66342898243175,5.6352161833251,7.25767446316889,-1.14880100151272,0.000367923166018667,0.018624110697271
"13",64119251,64119615,365,"*",6.88610561178514,7.44626020482247,5.9580681247163,1.10238288228246,0.000370889321218702,0.0186510596815496
"13",110965833,110972484,6652,"*",6.86107393048858,5.87987260660293,7.43971537529353,-1.12859387213167,0.000371125516532158,0.0186510596815496
"7",128856516,128857903,1388,"*",5.94419145989122,4.79357238390934,6.57605761505375,-1.1894661733138,0.000376153217325527,0.0188283119051386
"10",96865601,96865852,252,"*",6.55647672354687,7.09628452261651,5.6840338669331,1.07261831051445,0.000377347887297889,0.0188283119051386
"22",46642904,46643338,435,"*",4.98114393078234,5.68044519022669,3.57102939756571,1.23961474993495,0.000383727982734443,0.0190425385537717
"2",155476796,155479771,2976,"*",8.80074263338888,9.3938965899558,7.77588545229335,1.14290425831845,0.000384367323181133,0.0190425385537717
"5",21357618,21358875,1258,"*",7.99322696607158,8.5667770043366,7.02693247895221,1.11776657194451,0.000389592648519543,0.0192332116341574
"1",92392580,92394299,1720,"*",8.58450811254624,9.1388867513132,7.67255197131565,1.09112856843105,0.000394132394232383,0.0193204207878761
"17",62682666,62683446,781,"*",6.96974449157579,7.45475368772019,6.23375289991009,0.984678354291181,0.000394207437898793,0.0193204207878761
"1",225218038,225221649,3612,"*",9.84679996248855,10.5172355235278,8.55501935013921,1.21780881791874,0.000397002689891817,0.0193204207878761
"8",143599690,143600186,497,"*",4.2365844812121,2.44991035853773,5.01071625317421,-1.25728690179113,0.000398037190269687,0.0193204207878761
"22",50482757,50484541,1785,"*",6.27214623278094,5.31703164573243,6.84183114207263,-1.11357486673767,0.000398917359083233,0.0193204207878761
"X",47586516,47587449,934,"*",7.55494773176972,6.52302764628469,8.15039522424971,-1.14470358098531,0.000399656546252681,0.0193204207878761
"X",65379484,65383604,4121,"*",7.77479292402504,8.34304041916117,6.82380647751093,1.10955180849398,0.000401047850833133,0.0193208259447921
"2",73461389,73461895,507,"*",6.65638537105827,7.22015181106309,5.71816677573124,1.10387892576567,0.000402730112853934,0.0193351972738224
"22",38730625,38732759,2135,"*",6.90531341838965,6.07511617620887,7.42892320608844,-1.0473680777745,0.000404766963573689,0.0193664357811233
"4",110420212,110422765,2554,"*",7.73557662094786,8.32978558032324,6.70747626502915,1.14103083400938,0.000411050863384088,0.0195709266664974
"17",80344975,80349366,4392,"*",7.50033678370483,6.60629053497839,8.04817863694843,-1.08162292110163,0.000411842562447229,0.0195709266664974
"16",78632667,78633245,579,"*",7.67677472200135,8.15424116202571,6.95821431197983,0.970412510605494,0.000417239974350371,0.0197602023106747
"2",74100483,74103886,3404,"*",7.34712050376742,6.52878299651019,7.86606340758234,-1.03836695123085,0.000421353910865183,0.0198860459275233
"3",82117453,82118887,1435,"*",5.02253176134805,5.79005443644337,3.27424920187757,1.25158310811013,0.000422743943917717,0.0198860459275233
"X",147997170,147998350,1181,"*",6.59217747253389,7.18374597307832,5.57217602007106,1.13645918591002,0.000426737364627929,0.0200065359772376
"11",63097191,63097909,719,"*",4.3585253530551,5.18862172656349,2.18842934060533,1.22874913643437,0.000436154088521208,0.0202583203856353
"17",38918599,38921733,3135,"*",8.65457945075993,7.6404977039857,9.24420548781016,-1.13249862104524,0.0004370958163124,0.0202583203856353
"10",35336995,35337206,212,"*",4.90630343590646,3.51192901278058,5.60193242852583,-1.22825112234004,0.000437902150348312,0.0202583203856353
"22",20027857,20028053,197,"*",6.97038407379848,7.46025226629747,6.22300181053272,0.989835336625992,0.000437908006331819,0.0202583203856353
"16",89595249,89597514,2266,"*",6.3283650198035,5.3973238297108,6.88958879960501,-1.09746131739135,0.000444487979755795,0.020442125117663
"X",57470433,57472405,1973,"*",6.06548700461123,6.68437235275984,4.95865278491313,1.16453123073391,0.000445469764863241,0.020442125117663
"17",77401509,77402781,1273,"*",6.94902107580037,6.15275449660841,7.45913493838041,-1.02277915393452,0.000446270715116114,0.020442125117663
"22",29144134,29146462,2329,"*",6.1401892585922,5.02123786081671,6.7627182601215,-1.16916261241657,0.000450997946980789,0.0205186293678302
"15",93024569,93028416,3848,"*",7.20065070065028,6.28163814799334,7.7575745769948,-1.0906241459084,0.000451480069338139,0.0205186293678302
"2",44594046,44596378,2333,"*",9.28864639740194,9.90223448360491,8.19919533566049,1.1573703816739,0.000452346850282135,0.0205186293678302
"10",1079193,1079810,618,"*",7.13689052114305,7.65136460928603,6.32978328103388,1.02768931463185,0.000455822801693605,0.0206093862862827
"3",44774988,44776015,1028,"*",7.1334755217518,7.61906764379472,6.39612416588392,0.981462182510169,0.000458609727661321,0.0206567790272758
"16",85569904,85572798,2895,"*",8.47707877910616,7.59523842848816,9.02040169179906,-1.06956496401256,0.000460992469311208,0.0206567790272758
"8",104999201,105000134,934,"*",5.37912207323081,6.07336170096976,3.9906479291219,1.22270932225019,0.0004622323514206,0.0206567790272758
"7",128089484,128090710,1227,"*",6.72780031738026,5.90492310899898,7.24853594246787,-1.03805725148098,0.000462785186138238,0.0206567790272758
"16",85672763,85676044,3282,"*",7.24156963153466,6.40853727907866,7.76628716482898,-1.04322049695137,0.000468814198816279,0.0207997924300257
"17",27587385,27588350,966,"*",5.41442148108215,4.22288131835035,6.05796814289484,-1.18574996611089,0.000468966760822998,0.0207997924300257
"18",9886625,9888013,1389,"*",4.39615474006755,2.69667564727218,5.15497191266786,-1.23977174691327,0.000476974913664842,0.0210880269582643
"11",31735484,31737271,1788,"*",7.46357285523051,7.97861766897011,6.65503815588779,1.02652385208516,0.000480922709461663,0.0211954926621101
"4",87114398,87115302,905,"*",6.54828858279282,5.63195016480817,7.10424989523708,-1.08623827645121,0.000488010209000903,0.0214402221067661
"7",128791570,128792429,860,"*",4.39658630819225,2.69667564727218,5.15548199561861,-1.23697460579422,0.000490861036711325,0.0214529732524707
"17",66302827,66303026,200,"*",4.80114782024034,3.33429914287695,5.51328427269474,-1.22687403945348,0.000491371515338245,0.0214529732524707
"6",31961122,31961665,544,"*",5.07149896192957,3.76870670467493,5.7447469840549,-1.20509885376532,0.000493623407354476,0.0214841514771009
"16",2707351,2708925,1575,"*",6.49278768125615,5.421454529363,7.10076507689564,-1.14840228643307,0.000496183755396838,0.0215038870449783
"6",28227226,28227477,252,"*",4.96786851886778,3.62157228734697,5.65196868519392,-1.2115136880795,0.00049815806183088,0.0215038870449783
"11",69294170,69297111,2942,"*",5.71388299342205,4.60022769863621,6.33482434441304,-1.16064855168629,0.000502116728332869,0.0215038870449783
"12",83280406,83280739,334,"*",6.11526776977752,6.73965777390106,4.99007609495606,1.16295781849345,0.00050257071663741,0.0215038870449783
"9",94531796,94532674,879,"*",6.52901526282632,7.08669139615514,5.607908135616,1.08569748400223,0.00050293852885655,0.0215038870449783
"6",10739662,10739837,176,"*",6.21050213555245,6.76919004321693,5.28657130535027,1.08679762436445,0.00050331193641886,0.0215038870449783
"11",46351609,46352741,1133,"*",4.74821439704522,3.27282285457097,5.46223057966856,-1.22382922990496,0.000514271760607032,0.0218895713003169
"19",58045339,58046705,1367,"*",5.71339097054334,4.50025918010375,6.36293168959687,-1.18514642404056,0.000515472690416166,0.0218895713003169
"4",18560469,18565354,4886,"*",7.69929998718038,8.20548254629644,6.91271055440754,1.00966344779301,0.000526019466655285,0.0222697514201242
"19",582518,584335,1818,"*",7.95976033628444,7.18759756381362,8.46001271134509,-1.0005971764096,0.000531586366396777,0.0224374414650434
"17",82052383,82055354,2972,"*",6.2863733186135,5.37669050308272,6.83992835596908,-1.07879851408107,0.000533205655107004,0.0224380006249999
"1",174489110,174489835,726,"*",7.95657489299317,8.44554329909212,7.21131164709761,0.981616807176739,0.000540087036804796,0.0226593273009003
"10",74105060,74105358,299,"*",6.05437398674879,4.91614346421683,6.68261896283157,-1.16330109092826,0.000543200906625464,0.0226713018212539
"10",25539987,25540705,719,"*",7.02849303844458,7.58091308716094,6.1219350698994,1.07498341700492,0.000546034345304024,0.0226713018212539
"10",5000408,5001359,952,"*",4.65559090251467,5.40846198467314,2.98835923126839,1.22612344660918,0.00054706991404833,0.0226713018212539
"4",2797691,2799144,1454,"*",4.35571219986986,2.68343242549128,5.10952452863702,-1.22595551100129,0.000548617809131142,0.0226713018212539
"21",43816185,43817368,1184,"*",5.79145914795629,4.6142533428778,6.43096256711504,-1.1725089730411,0.000549274141147706,0.0226713018212539
"14",105467183,105470540,3358,"*",6.22328603875927,5.07091628335929,6.85566068705164,-1.16616059851498,0.00055055539453612,0.0226713018212539
"22",20084597,20085282,686,"*",5.84515794186531,4.75578613856866,6.45872168388142,-1.14728097333553,0.000554407889931876,0.0226713018212539
"12",12780630,12782167,1538,"*",5.96496194036369,6.57661400042077,4.88179637112478,1.14417401695783,0.000554952445192319,0.0226713018212539
"19",3208755,3209449,695,"*",6.92123976499103,5.95992821145605,7.49307207504561,-1.10040367124427,0.00055612104377683,0.0226713018212539
"8",43103539,43104349,811,"*",4.75586848917405,3.32580075434664,5.45975459826017,-1.21271664957282,0.000556599851455879,0.0226713018212539
"19",17421304,17421844,541,"*",6.97495318599307,7.4403033302333,6.28377442185717,0.941378316340225,0.000558801944071618,0.0226948312808854
"20",63733260,63737623,4364,"*",7.39740090340719,6.54919142478893,7.92799737025263,-1.04447321798044,0.000563757324719234,0.0228297205323259
"1",180196267,180200179,3913,"*",7.55183741571971,6.64481840500303,8.10442513231764,-1.07387010502058,0.000570806565847906,0.0230469371491713
"9",121436274,121437365,1092,"*",7.63312656314137,8.14822879363082,6.82444814750338,1.02013168082967,0.000572420527575867,0.0230469371491713
"4",118632827,118634693,1867,"*",5.27791529826542,4.00801890788645,5.94268068487523,-1.1886841515927,0.000575078432704026,0.0230874160439884
"15",34495136,34495756,621,"*",7.77444341343481,6.79657164820629,8.35195376426542,-1.10422891315676,0.000578932312907314,0.0231358372357349
"2",131520403,131521139,737,"*",5.1295462827422,3.7491188684663,5.82187975337431,-1.20459852129821,0.000579596523692451,0.0231358372357349
"9",128106073,128109046,2974,"*",7.15782659688155,6.46972779946004,7.62179295790834,-0.939137453818367,0.000581950164145613,0.0231636061062062
"1",174230011,174230221,211,"*",5.62828629910402,6.28496068637699,4.38890919939179,1.18047275556776,0.000585783763743902,0.023212068214934
"22",23272757,23274048,1292,"*",6.61152473976053,5.81408959488695,7.12211082462283,-1.01318986811245,0.000591186390027504,0.023212068214934
"5",120303111,120303833,723,"*",5.07790797150162,5.79775659169893,3.57561042984306,1.21293399651562,0.000591595226589197,0.023212068214934
"9",128470361,128470526,166,"*",6.77277302091272,7.26846740543501,6.01156174002951,0.989603591301255,0.000591602234212091,0.023212068214934
"17",81684493,81685680,1188,"*",4.64511815011895,3.1316869550005,5.36734182064073,-1.21390473196017,0.000593052701168731,0.023212068214934
"14",52591228,52593621,2394,"*",5.87461794555296,6.51279514232686,4.70207442517508,1.16486759383752,0.000593136379123286,0.023212068214934
"5",66213423,66213653,231,"*",5.31239166391977,5.9802760239105,4.03050924633089,1.18661774309894,0.000596096876174352,0.0232178186108894
"1",205884852,205885304,453,"*",7.01067271168763,7.58536994622824,6.04103740864679,1.09885956481436,0.000597305628763972,0.0232178186108894
"21",42933934,42935985,2052,"*",7.30054576811857,7.7861770599494,6.56310297702362,0.973354570788998,0.000598268892700607,0.0232178186108894
"8",141432968,141436933,3966,"*",6.60680675701612,5.78910148385668,7.125499367525,-1.02450912812709,0.000611345872698523,0.0236595933170944
"3",94984146,94984771,626,"*",6.93722386058936,7.41783432813824,6.21143430038209,0.964390426806805,0.000616350674674636,0.0237384223820814
"8",144519124,144526757,7634,"*",6.61193652293107,5.72491862942009,7.15718269668091,-1.06154837974937,0.00061678099811721,0.0237384223820814
"20",421149,422191,1043,"*",6.24560675972804,5.24107359660858,6.83207715503273,-1.11195015916872,0.000623847255054042,0.0239444230779121
"17",77972312,77972686,375,"*",7.5540943804494,8.01307673579627,6.87701036239266,0.928073931550164,0.000627440574653898,0.0239572548039091
"9",128162443,128163904,1462,"*",7.93595137743776,7.1623936327627,8.43678082930364,-0.995825192969368,0.000627611141523922,0.0239572548039091
"11",607532,610941,3410,"*",8.05636732434701,7.1826578702718,8.59665072861069,-1.05237292417369,0.000631562957482511,0.0240353830113046
"1",150509929,150511652,1724,"*",5.85851083938481,4.66635966157994,6.5022287068157,-1.16595863694259,0.000634306290065788,0.0240353830113046
"5",112816524,112817061,538,"*",6.54786695563157,7.05373469653594,5.76204853205311,1.00248131051115,0.0006360758830109,0.0240353830113046
"X",148167227,148169982,2756,"*",8.1159159451138,8.68603333703184,7.1595561797388,1.08963700355647,0.000636539382591275,0.0240353830113046
"1",108595765,108596046,282,"*",6.17449697370132,6.75730782697874,5.18093272886587,1.10432289143795,0.000646653951414038,0.0243514888280472
"1",174586021,174586287,267,"*",7.85855529281783,8.34308717098999,7.12367575653217,0.968407326969512,0.000653450671297389,0.0244414047497561
"9",127813220,127814018,799,"*",5.61375454769913,4.35532864465562,6.27550434579879,-1.1773334630279,0.000653664267653367,0.0244414047497561
"4",2800562,2801469,908,"*",4.71141728741645,3.15105837535292,5.44341140965614,-1.20705354473941,0.000654289984711816,0.0244414047497561
"11",60267181,60267547,367,"*",4.70482622328132,5.4306318988094,3.17440400570937,1.20451949223197,0.000659130556054858,0.0245565679963798
"6",42938109,42939104,996,"*",6.41796616703118,5.62712611229466,6.92588009295299,-1.00348211813863,0.00066313947252605,0.0245992997889456
"12",11417091,11421885,4795,"*",6.54405672151469,7.09641292493007,5.63767425779379,1.06604913981464,0.000663799013702134,0.0245992997889456
"7",4761052,4761263,212,"*",4.83385717619645,3.49686706182371,5.51567014342055,-1.18628621961058,0.000669921205876528,0.0247605004425952
"7",157415444,157417368,1925,"*",6.62727705777101,5.78119311541538,7.15705534307388,-1.0366432315923,0.000671824096484792,0.0247653151767521
"16",30774359,30775115,757,"*",6.25160070936741,5.27503173282187,6.82866753309338,-1.09697204966907,0.000674277764701368,0.0247903543437969
"16",85060717,85061082,366,"*",7.41952873682681,7.87294520602934,6.75460253779538,0.916659668353241,0.000677321576981429,0.0248369022362403
"17",63123403,63123579,177,"*",5.26490016502467,5.91842985534387,4.03716754493209,1.1670516463529,0.000680884455931518,0.0248422949500568
"10",6192014,6192834,821,"*",6.2519120186661,6.80381021501022,5.34678772097781,1.06401959842723,0.000681244151010161,0.0248422949500568
"3",165982273,165982804,532,"*",7.65350142918293,8.16080360601466,6.86416527383919,1.00199408362201,0.000682803039211354,0.0248422949500568
"3",127006081,127010459,4379,"*",6.31054363651242,5.44795381238674,6.84663194298756,-1.04386123111168,0.000685448935168535,0.0248737846058171
"16",1493909,1494758,850,"*",5.74767286857041,4.58569853849863,6.38282309765388,-1.15366422449166,0.000687334892267432,0.0248776056473272
"8",141430588,141432372,1785,"*",7.15750501683899,6.21667643009615,7.72219183268184,-1.08054516505731,0.000690474357248124,0.0248908534041877
"11",119115673,119117434,1762,"*",6.13475386220864,5.0966347826332,6.73220214177941,-1.11808547701838,0.000691264127179502,0.0248908534041877
"X",75236129,75236502,374,"*",4.58166120814033,5.31983391862176,2.9906479291219,1.20165596062682,0.000695285942046909,0.0249713107874997
"11",65444513,65445333,821,"*",9.44907541297815,8.44375522837065,10.0358069576845,-1.10363903466911,0.000700595688866903,0.0250144078388843
"19",58460696,58460905,210,"*",5.84637919830643,6.43952130747873,4.82155838236927,1.11096065089913,0.00070112395930374,0.0250144078388843
"17",51161147,51162007,861,"*",6.67303010856421,5.88611195649111,7.17934681820897,-1.00065896029903,0.000703487908665198,0.0250144078388843
"17",5020509,5020681,173,"*",4.65223882855018,3.07091628335929,5.38847532826752,-1.20059733355401,0.000703647718894964,0.0250144078388843
"17",28699951,28702593,2643,"*",7.06976304489363,6.34937519439389,7.54802639313077,-0.957379347415061,0.000705873062409834,0.0250298288196137
"4",109580393,109581909,1517,"*",8.79623247171339,9.31204276523896,7.98578009876934,1.01233836583708,0.000711900865307482,0.0251796632638249
"5",136681636,136682460,825,"*",5.5789298952147,6.24324715599118,4.31074535628266,1.17075052037982,0.000717209015023556,0.0252200408227253
"X",155105282,155105862,581,"*",7.04419352104129,7.50710728123387,6.35843119107498,0.930746262314937,0.000717801968489412,0.0252200408227253
"7",141898412,141899738,1327,"*",5.88354394009799,6.56700867175795,4.53984066457427,1.18120612734885,0.000721196016671149,0.0252200408227253
"19",17341139,17341739,601,"*",4.75677703069449,3.33429914287695,5.45892832592781,-1.18982500464928,0.000722632420993155,0.0252200408227253
"13",48382087,48382774,688,"*",6.99122442312685,7.50363442779784,6.18926327382233,1.00758683163152,0.000724099645607363,0.0252200408227253
"12",110327582,110328447,866,"*",6.78354302755024,5.98363756611865,7.29512561222388,-1.00771090125072,0.000725971243313818,0.0252200408227253
"8",99610203,99610528,326,"*",7.24833875362722,7.74974237401141,6.47339117234331,0.991208704108063,0.000726059171759787,0.0252200408227253
"20",408281,408872,592,"*",7.69473292431499,6.79749820235119,8.24374663555584,-1.05768884294757,0.000727863654593344,0.0252200408227253
"13",50472283,50473322,1040,"*",7.61795922425672,8.09915647330736,6.89081468911937,0.959788359504175,0.000729764011893773,0.0252200408227253
"1",225229277,225229705,429,"*",5.18058947441102,5.88106563027314,3.76539406770565,1.18749060984742,0.000732426270375863,0.0252200408227253
"4",146530603,146533164,2562,"*",5.75325668998307,6.41258392943756,4.5039627674675,1.16586953781912,0.000732899332476305,0.0252200408227253
"4",521725,522416,692,"*",4.8258416908772,3.29910876993308,5.55087393264863,-1.19402601999997,0.000741719949965161,0.0253974064462179
"10",5013008,5014040,1033,"*",4.4344257282482,5.18838081249395,2.76137849293907,1.19560212962325,0.000743796780555862,0.0253974064462179
"1",40432748,40432990,243,"*",7.32774882581051,7.80533929779125,6.60890420864071,0.953247436649021,0.000746035664691323,0.0253974064462179
"X",118619209,118619929,721,"*",6.13533990115144,6.67460071975605,5.26435183455604,1.042511029418,0.000748349231135615,0.0253974064462179
"2",173363229,173365000,1772,"*",5.87129006630318,4.74593735565168,6.49572795708212,-1.13891379346142,0.000748460536277417,0.0253974064462179
