"seqnames","start","end","width","strand","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","orientation"
"chr10",5013008,5014040,1033,"+",1.19560212962325,0.0253974064462179,"Exon (ENST00000604439.1/ENST00000604439.1, exon 2 of 2)",10,5010463,5015892,5430,2,"1646","ENST00000603073.1",1852,"ENSG00000151632","AKR1C2","aldo-keto reductase family 1 member C2","antisense"
"chr1",40432748,40432990,243,"+",0.953247436649021,0.0253974064462179,"Distal Intergenic",1,40450102,40463714,13613,1,"65243","ENST00000469416.1",-17112,"ENSG00000187801","ZFP69B","ZFP69 zinc finger protein B","sense"
"chrX",118619209,118619929,721,"+",1.042511029418,0.0253974064462179,"Intron (ENST00000276202.9/139818, intron 31 of 52)",23,118683103,118686147,3045,1,"139818","ENST00000632573.1",-63174,"ENSG00000147251","DOCK11","dedicator of cytokinesis 11","sense"
"chr1",36190208,36192009,1802,"+",1.16280355513429,0.0253974064462179,"Exon (ENST00000579043.2/ENST00000579043.2, exon 1 of 1)",1,36179021,36180315,1295,1,"55700","ENST00000487114.1",11187,"ENSG00000116871","MAP7D1","MAP7 domain containing 1","sense"
"chr7",136432650,136434876,2227,"+",1.12227036291091,0.0253974064462179,"Intron (ENST00000657456.1/105375523, intron 4 of 4)",7,136427395,136437410,10016,1,"105375523","ENST00000454735.1",5255,"ENSG00000232053","LOC105375523","uncharacterized LOC105375523","sense"
"chr6",148361351,148361630,280,"+",0.99632099924713,0.025583298665912,"Intron (ENST00000367469.5/23328, intron 1 of 3)",6,148342838,148552044,209207,1,"23328","ENST00000367467.8",18513,"ENSG00000111961","SASH1","SAM and SH3 domain containing 1","sense"
"chr7",98259903,98260738,836,"+",0.885390010243621,0.0255876748619876,"Intron (ENST00000456357.6/25798, intron 1 of 2)",7,98252379,98291524,39146,1,"25798","ENST00000456357.6",7524,"ENSG00000164713","BRI3","brain protein I3","sense"
"chr3",21277200,21278420,1221,"+",1.18925843510362,0.0257882528051517,"Distal Intergenic",3,21211006,21264760,53755,1,"105376988","ENST00000726596.1",66194,NA,"LOC105376988","uncharacterized LOC105376988","sense"
"chr2",73462577,73466401,3825,"+",0.971376938602316,0.0257902660749743,"Intron (ENST00000484298.5/7840, intron 8 of 21)",2,73456764,73459482,2719,1,"100874291","ENST00000441587.3",5813,"ENSG00000230002","ALMS1-IT1","ALMS1 intronic transcript 1","sense"
"chr15",27187765,27188510,746,"+",0.979607921626147,0.0258498958226435,"Intron (ENST00000615808.5/2567, intron 3 of 9)",15,27157615,27161319,3705,2,"101928869","ENST00000439938.2",-26446,"ENSG00000228740","GABRG3-AS1","GABRG3 antisense RNA 1","antisense"
"chr5",62840726,62842958,2233,"+",1.07249304884082,0.0258498958226435,"Distal Intergenic",5,62601229,62627569,26341,1,"101180901","ENST00000512177.1",239497,"ENSG00000086200","IPO11-LRRC70","IPO11-LRRC70 readthrough","sense"
"chr21",23927881,23928618,738,"+",1.03393208530999,0.0259771658258779,"Distal Intergenic",21,23857104,23861440,4337,1,"105372750","ENST00000807618.1",70777,NA,"LOC105372750","uncharacterized LOC105372750","sense"
"chrX",55938187,55942250,4064,"+",1.08328120247322,0.0259778089932432,"Intron (ENST00000452532.2/11279, intron 1 of 1)",23,55908987,56205091,296105,1,"124900486","ENST00000799226.1",29200,NA,"LOC124900486","uncharacterized LOC124900486","sense"
"chr2",38696809,38697084,276,"+",0.940431016270224,0.0260732669274587,"Intron (ENST00000272252.10/130589, intron 4 of 6)",2,38681295,38741237,59943,1,"130589","ENST00000434934.1",15514,"ENSG00000143891","GALM","galactose mutarotase","sense"
"chr9",106151579,106152546,968,"+",1.01501217456456,0.0264143975186396,"Intron (ENST00000637185.1/100996590, intron 1 of 7)",9,106278392,106604795,326404,1,"107987108","ENST00000435485.5",-125846,"ENSG00000234323","LOC107987108","uncharacterized LOC107987108","sense"
"chr6",68813068,68815018,1951,"+",0.983444797626213,0.0267838118863374,"Intron (ENST00000370598.6/577, intron 3 of 31)",6,68720538,68761432,40895,2,"124901492","ENST00000832682.1",-51636,NA,"LOC124901492","uncharacterized LOC124901492","antisense"
"chr1",174610345,174612074,1730,"+",1.107367639392,0.0267838118863374,"Intron (ENST00000251507.8/9910, intron 13 of 20)",1,174637378,174705750,68373,1,"9910","ENST00000474375.6",-25304,"ENSG00000152061","RABGAP1L","RAB GTPase activating protein 1 like","sense"
"chr1",174305803,174306408,606,"+",1.10946945798127,0.0269421641946073,"Intron (ENST00000357444.10/9910, intron 11 of 13)",1,174275100,174545911,270812,1,"9910","ENST00000367690.5",30703,"ENSG00000152061","RABGAP1L","RAB GTPase activating protein 1 like","sense"
"chr5",37419545,37419787,243,"+",1.05263966474706,0.0270367647970331,"Intron (ENST00000504564.1/55100, intron 5 of 11)",5,37379318,37753435,374118,1,"55100","ENST00000265107.9",40227,"ENSG00000082068","WDR70","WD repeat domain 70","sense"
"chr11",28271717,28272530,814,"+",0.923394262966966,0.0270768240339014,"Intron (ENST00000406787.7/196074, intron 4 of 6)",11,28327581,28330629,3049,1,"196074","ENST00000468295.1",-55051,"ENSG00000169519","METTL15","methyltransferase 15, mitochondrial 12S rRNA N4-cytidine","sense"
"chr6",70756697,70758332,1636,"+",1.03246721505619,0.0270768240339014,"Intron (ENST00000316999.9/60682, intron 3 of 9)",6,70772929,70791769,18841,1,"60682","ENST00000445046.1",-14597,"ENSG00000112305","SMAP1","small ArfGAP 1","sense"
"chr20",8563577,8565330,1754,"+",0.947813577734643,0.0278088888066415,"Intron (ENST00000637919.1/23236, intron 3 of 32)",20,8590513,8594675,4163,2,"124904868","ENST00000722800.1",29345,"ENSG00000294328","LOC124904868","uncharacterized LOC124904868","antisense"
"chr2",81638885,81639308,424,"+",1.02856352211598,0.0278355999094596,"Distal Intergenic",2,81482239,81570583,88345,1,"102724542","ENST00000817547.1",156646,NA,"LOC102724542","uncharacterized LOC102724542","sense"
"chr11",31693188,31695069,1882,"+",0.939413892844486,0.0278426138097482,"Intron (ENST00000639878.1/26610, intron 9 of 9)",11,31650181,31783759,133579,1,"26610","ENST00000638317.1",43007,"ENSG00000109911","ELP4","elongator acetyltransferase complex subunit 4","sense"
"chr18",1256948,1257142,195,"+",1.11929257245556,0.0278426138097482,"Intron (ENST00000753289.1/105371953, intron 6 of 6)",18,1269526,1271974,2449,2,"56651","ENST00000753578.1",14832,NA,"LINC00470","long intergenic non-protein coding RNA 470","antisense"
"chr1",38909496,38909728,233,"+",1.0423720743718,0.0278426138097482,"Intron (ENST00000770612.1/105378663, intron 1 of 4)",1,38886296,38926837,40542,2,"54933","ENST00000289248.6",17109,"ENSG00000158315","RHBDL2","rhomboid like 2","antisense"
"chr7",77142059,77142260,202,"+",1.16363534084799,0.0278523387156839,"Intron (ENST00000579700.2/441263, intron 9 of 10)",7,77126417,77128728,2312,2,"124901678","ENST00000764613.1",-13331,NA,"LOC124901678","uncharacterized LOC124901678","antisense"
"chr2",134923011,134923232,222,"+",0.903643383646435,0.0278523387156839,"Intron (ENST00000419781.5/905, intron 2 of 9)",2,134918847,134946214,27368,1,"905","ENST00000417175.1",4164,"ENSG00000082258","CCNT2","cyclin T2","sense"
"chr6",119420272,119422919,2648,"+",1.03652662754248,0.028174173547809,"Intron (ENST00000692359.3/105377975, intron 1 of 3)",6,119479489,119599198,119710,1,"105377975","ENST00000777541.1",-56570,NA,"LOC105377975","uncharacterized LOC105377975","sense"
"chr9",65390557,65391733,1177,"+",0.914210743756506,0.028174173547809,"Intron (ENST00000753262.1/105379444, intron 1 of 3)",9,65394667,65396840,2174,2,"107987069","ENST00000753442.1",5107,NA,"LOC107987069","uncharacterized LOC107987069","antisense"
"chr19",12819165,12820048,884,"+",1.02171955297356,0.028174173547809,"Intron (ENST00000589765.1/ENST00000589765.1, intron 3 of 3)",19,12825711,12833097,7387,1,"105372281","ENST00000588469.2",-5663,"ENSG00000267424","RTBDN-AS1","RTBDN antisense RNA 1","sense"
"chr9",5678984,5679520,537,"+",1.03893223540505,0.0282417845354885,"Intron (ENST00000251879.10/57589, intron 2 of 21)",9,5656654,5774298,117645,1,"57589","ENST00000545641.5",22330,"ENSG00000107036","RIC1","RIC1 partner of RAB6A GEF complex","sense"
"chr1",189399034,189400382,1349,"+",1.05322263942634,0.0282417845354885,"Intron (ENST00000784626.1/105371657, intron 4 of 4)",1,189553110,189605385,52276,1,"105371657","ENST00000758531.1",-152728,NA,"LOC105371657","uncharacterized LOC105371657","sense"
"chr5",120118116,120119939,1824,"+",1.08208370900038,0.0282417845354885,"Distal Intergenic",5,119943511,119978082,34572,1,"105379144","ENST00000847427.1",174605,"ENSG00000310132","LOC105379144","uncharacterized LOC105379144","sense"
"chr12",50794293,50794475,183,"+",1.13397816885029,0.02832045712973,"Intron (ENST00000552510.5/466, intron 2 of 4)",12,50764509,50814368,49860,1,"466","ENST00000552487.1",29784,"ENSG00000123268","ATF1","activating transcription factor 1","sense"
"chr8",61482577,61485642,3066,"+",1.15209428787126,0.0283684804223884,"Intron (ENST00000519846.5/157807, intron 6 of 6)",8,61464571,61501200,36630,1,"157807","ENST00000518858.1",18006,"ENSG00000177182","CLVS1","clavesin 1","sense"
"chr1",185234843,185237542,2700,"+",1.02660787185969,0.0283961225438132,"Intron (ENST00000367501.7/54823, intron 16 of 18)",1,185267633,185283525,15893,2,"105371651","ENST00000833150.1",45983,NA,"LOC105371651","uncharacterized LOC105371651","antisense"
"chr12",11334441,11339959,5519,"+",1.00485832712451,0.028567780008545,"Distal Intergenic",12,11351823,11355586,3764,2,"5542","ENST00000545626.5",15627,"ENSG00000251655","PRB1","proline rich protein BstNI subfamily 1","antisense"
"chr19",17409848,17410042,195,"+",0.922509416694163,0.028567780008545,"Intron (ENST00000646744.1/105221694, intron 2 of 4)",19,17406145,17423799,17655,1,"93343","ENST00000600514.5",3703,"ENSG00000141971","MVB12A","multivesicular body subunit 12A","sense"
"chr9",100270467,100270953,487,"+",1.04324504842388,0.0285690328425082,"Intron (ENST00000262457.7/27130, intron 11 of 16)",9,100302086,100307869,5784,2,"54881","ENST00000477648.1",36916,"ENSG00000136891","TEX10","testis expressed 10","antisense"
"chr2",175711510,175715025,3516,"+",1.05572244813306,0.0285779506389657,"Intron (ENST00000692740.2/124907909, intron 2 of 3)",2,175793935,175833749,39815,1,"124907909","ENST00000840657.1",-78910,NA,"LOC124907909","uncharacterized LOC124907909","sense"
"chrX",56153573,56155091,1519,"+",1.15946841042325,0.0288941702238604,"Intron (ENST00000701557.2/11279, intron 2 of 2)",23,56159371,56205091,45721,1,"124900486","ENST00000799262.1",-4280,NA,"LOC124900486","uncharacterized LOC124900486","sense"
"chr14",65018541,65018756,216,"+",1.00762563020484,0.0292026419098956,"Intron (ENST00000552941.6/100529261, intron 5 of 12)",14,65016504,65040827,24324,1,"2342","ENST00000556709.1",2037,"ENSG00000257365","FNTB","farnesyltransferase, CAAX box, subunit beta","sense"
"chr11",76966650,76967716,1067,"+",1.02270462906389,0.0293081196084238,"Intron (ENST00000679754.1/55331, intron 3 of 11)",11,76976304,76991317,15014,1,"55331","ENST00000681591.1",-8588,"ENSG00000078124","ACER3","alkaline ceramidase 3","sense"
"chr4",186768275,186769822,1548,"+",0.938455789953263,0.0296499891247378,"Intron (ENST00000724016.1/ENST00000724016.1, intron 2 of 2)",4,186758763,186759641,879,2,"124900875","ENST00000724375.1",-8634,"ENSG00000294559","LOC124900875","uncharacterized LOC124900875","antisense"
"chr2",148363811,148368244,4434,"+",1.07750659055505,0.0296751064523816,"Intron (ENST00000488372.5/55777, intron 3 of 3)",2,148330506,148342290,11785,1,"55777","ENST00000636371.1",33305,"ENSG00000204406","MBD5","methyl-CpG binding domain protein 5","sense"
"chr12",855868,856456,589,"+",0.965758658492882,0.0296751064523816,"Intron (ENST00000315939.11/65125, intron 4 of 27)",12,851424,911452,60029,1,"65125","ENST00000675631.1",4444,"ENSG00000060237","WNK1","WNK lysine deficient protein kinase 1","sense"
"chr2",74986897,74989406,2510,"+",1.02035932471795,0.0296751064523816,"Distal Intergenic",2,74959111,74960146,1036,1,"56655","ENST00000473023.1",27786,"ENSG00000115350","POLE4","DNA polymerase epsilon 4, accessory subunit","sense"
"chr21",42949092,42949346,255,"+",1.15225073006802,0.0296751064523816,"Distal Intergenic",21,42950928,42951014,87,2,"100847013","ENST00000579137.1",1668,"ENSG00000264580","MIR5692B","microRNA 5692b","antisense"
"chr2",28112237,28113212,976,"+",1.0387789844014,0.0296751064523816,"Intron (ENST00000344773.6/9577, intron 6 of 12)",2,27996367,27996449,83,1,"100422965","ENST00000584745.1",115870,"ENSG00000265321","MIR4263","microRNA 4263","sense"
"chr3",28355215,28356187,973,"+",1.00571203874468,0.0296751064523816,"Intron (ENST00000383768.7/152098, intron 1 of 9)",3,28349178,29767537,1418360,1,"152098","ENST00000635992.1",6037,"ENSG00000206559","ZCWPW2","zinc finger CW-type and PWWP domain containing 2","sense"
"chr11",58791393,58792768,1376,"+",1.15362805653031,0.0296751064523816,"Intron (ENST00000766633.1/ENST00000766633.1, intron 1 of 2)",11,58834097,58844526,10430,2,"219970","ENST00000532258.1",51758,"ENSG00000156689","GLYATL2","glycine-N-acyltransferase like 2","antisense"
"chr14",39599061,39601608,2548,"+",1.08268489628255,0.0296751064523816,"Intron (ENST00000652126.1/105370462, intron 2 of 7)",14,39636018,39722741,86724,1,"105370461","ENST00000835111.1",-34410,NA,"LOC105370461","uncharacterized LOC105370461","sense"
"chr5",33484090,33484261,172,"+",0.930129231136185,0.029688296422187,"Distal Intergenic",5,33466758,33468091,1334,1,"6897","ENST00000503422.1",17332,"ENSG00000113407","TARS1","threonyl-tRNA synthetase 1","sense"
"chr17",58725731,58725900,170,"+",0.91430062290592,0.0297316197512346,"3' UTR",17,58732332,58734331,2000,1,"5889","ENST00000461706.1",-6432,"ENSG00000108384","RAD51C","RAD51 paralog C","sense"
"chr5",81789603,81789906,304,"+",1.06708784233633,0.0299276019320958,"Intron (ENST00000781798.1/ENST00000781798.1, intron 1 of 1)",5,81769386,81798268,28883,2,"107986384","ENST00000781618.1",8362,"ENSG00000301766","LOC107986384","uncharacterized LOC107986384","antisense"
"chr14",24494857,24497319,2463,"+",1.10799369370539,0.0299329700287731,"Intron (ENST00000555109.2/101927045, intron 2 of 3)",14,24505353,24508265,2913,2,"1215","ENST00000250378.7",10946,"ENSG00000092009","CMA1","chymase 1","antisense"
"chrX",98668750,98670475,1726,"+",1.08799895321597,0.0299329700287731,"Intron (ENST00000649508.1/128071542, intron 2 of 6)",23,98573886,98733390,159505,1,"128071542","ENST00000788128.1",94864,NA,"LINC03077","long intergenic non-protein coding RNA 3077","sense"
"chr1",67222982,67223229,248,"+",0.941114770878543,0.0299329700287731,"Intron (ENST00000637002.1/149233, intron 7 of 10)",1,67092165,67231852,139688,2,"400757","ENST00000371007.6",8623,"ENSG00000203963","C1orf141","chromosome 1 open reading frame 141","antisense"
"chr9",36669955,36670370,416,"+",0.997373335794847,0.0300012389484397,"Intron (ENST00000536329.5/9833, intron 13 of 15)",9,36630007,36633200,3194,1,"9833","ENST00000480021.1",39948,"ENSG00000165304","MELK","maternal embryonic leucine zipper kinase","sense"
"chr10",32675686,32677114,1429,"+",1.02216916178034,0.0301776481312921,"Exon (ENST00000639290.1/79741, exon 6 of 23)",10,32686019,32876445,190427,1,"79741","ENST00000375028.9",-8905,"ENSG00000216937","CCDC7","coiled-coil domain containing 7","sense"
"chr13",102806291,102806820,530,"+",1.01481151948361,0.030356867346451,"5' UTR",13,102801494,102807323,5830,1,"54841","ENST00000481069.1",4797,"ENSG00000134897","BIVM","basic, immunoglobulin-like variable motif containing","sense"
"chr1",222857340,222859284,1945,"+",1.05469078159287,0.0305287078216971,"Intron (ENST00000674736.1/84976, intron 1 of 7)",1,222872271,222979862,107592,1,"84976","ENST00000360254.3",-12987,"ENSG00000154309","DISP1","dispatched RND transporter family member 1","sense"
"chr2",62333355,62333514,160,"+",1.14536036455674,0.030623905863939,"Intron (ENST00000807679.1/105374764, intron 3 of 5)",2,62363240,62464067,100828,1,"105374764","ENST00000807686.1",-29726,NA,"LOC105374764","uncharacterized LOC105374764","sense"
"chr4",92211453,92215025,3573,"+",1.06682681892701,0.0306381728338791,"Intron (ENST00000662528.1/ENST00000662528.1, intron 2 of 2)",4,92258345,92274943,16599,2,"101929194","ENST00000721197.1",59918,NA,"LNCPRESS2","lncRNA p53 regulated and ESC associated 2","antisense"
"chr5",65957448,65957682,235,"+",0.930969060687197,0.0306467636020622,"Intron (ENST00000699000.1/55914, intron 3 of 26)",5,65961183,65961319,137,2,"124900212","ENST00000517095.1",3637,"ENSG00000252904","LOC124900212","small nucleolar RNA SNORA76","antisense"
"chr12",46853169,46854442,1274,"+",1.07218952409174,0.0306467636020622,"Intron (ENST00000667191.1/100288798, intron 2 of 2)",12,46779949,46832408,52460,2,"55089","ENST00000546940.1",-20761,"ENSG00000139209","SLC38A4","solute carrier family 38 member 4","antisense"
"chr1",148280437,148280644,208,"+",1.14400451045703,0.0307784063018989,"Promoter",1,148280754,148289587,8834,1,"284561","ENST00000762393.1",-110,NA,"LINC02806","long intergenic non-protein coding RNA 2806","sense"
"chr9",106168984,106169431,448,"+",1.14352418053312,0.0307784063018989,"Intron (ENST00000637185.1/100996590, intron 1 of 7)",9,106278392,106604795,326404,1,"107987108","ENST00000435485.5",-108961,"ENSG00000234323","LOC107987108","uncharacterized LOC107987108","sense"
"chr18",1633314,1633936,623,"+",0.916430803981237,0.0307784063018989,"Intron (ENST00000746526.1/ENST00000746526.1, intron 2 of 4)",18,1513898,1522252,8355,2,"105371960","ENST00000747084.1",-111062,"ENSG00000297316","LOC105371960","uncharacterized LOC105371960","antisense"
"chr6",83951533,83951937,405,"+",1.00377761835087,0.0307784063018989,"Intron (ENST00000369681.10/51167, intron 14 of 15)",6,83926269,83955375,29107,1,"123956252","ENST00000479164.1",25264,"ENSG00000065615","RIPPLY2-CYB5R4","RIPPLY2-CYB5R4 readthrough","sense"
"chr10",74346852,74347148,297,"+",0.888693323409962,0.0308213110242879,"Intron (ENST00000672429.1/132, intron 4 of 9)",10,74314733,74708549,393817,1,"132","ENST00000672604.1",32119,"ENSG00000156110","ADK","adenosine kinase","sense"
"chr19",11912932,11914232,1301,"+",0.873238391771191,0.0308213110242879,"3' UTR",19,11925068,11950773,25706,1,"90592","ENST00000622593.4",-10836,"ENSG00000196757","ZNF700","zinc finger protein 700","sense"
"chr2",208784268,208790239,5972,"+",1.06728063490883,0.0308383748258225,"Intron (ENST00000419079.1/101927960, intron 4 of 6)",2,208757163,208757918,756,2,"105373857","ENST00000747280.1",-26350,NA,"LOC105373857","uncharacterized LOC105373857","antisense"
"chrX",121844043,121844992,950,"+",1.09714914894959,0.030978224506048,"Distal Intergenic",23,121370972,121371053,82,1,"100500869","ENST00000584290.1",473071,"ENSG00000265456","MIR3672","microRNA 3672","sense"
"chr5",41949573,41951032,1460,"+",1.0187781744533,0.0310680556457395,"Distal Intergenic",5,41939298,41941570,2273,1,"26272","ENST00000505566.1",10275,"ENSG00000151876","FBXO4","F-box protein 4","sense"
"chr9",100138133,100138991,859,"+",0.885448082139895,0.031172274402893,"Intron (ENST00000262457.7/27130, intron 3 of 16)",9,100104539,100240126,135588,1,"27130","ENST00000460636.2",33594,"ENSG00000119509","INVS","inversin","sense"
"chr5",104394409,104395646,1238,"+",1.09243017296573,0.031291666451365,"Intron (ENST00000666145.1/107986389, intron 4 of 4)",5,104079942,104105452,25511,1,"107986389","ENST00000721482.1",314467,NA,"NIHCOLE","ncRNA involved in NHEJ oncogenic ligation efficiency","sense"
"chr20",25728331,25729970,1640,"+",1.01606918443202,0.031291666451365,"Intron (ENST00000771522.1/107985400, intron 1 of 3)",20,25750824,25752856,2033,1,"105372582","ENST00000660589.2",-20854,NA,"LOC105372582","uncharacterized LOC105372582","sense"
"chr1",185210570,185212030,1461,"+",1.0026207539852,0.031291666451365,"Intron (ENST00000367501.7/54823, intron 13 of 18)",1,185157482,185174626,17145,1,"54823","ENST00000450350.1",53088,"ENSG00000116668","SWT1","SWT1 RNA endoribonuclease homolog","sense"
"chr5",97248500,97249158,659,"+",0.955086692773158,0.031291666451365,"Intron (ENST00000504578.2/101926893, intron 5 of 6)",5,97160867,97183247,22381,2,"55781","ENST00000283109.8",-65253,"ENSG00000058729","RIOK2","RIO kinase 2","antisense"
"chr14",37224370,37224836,467,"+",0.901982440354029,0.0316002109281713,"Intron (ENST00000694961.1/145282, intron 1 of 12)",14,37227726,37308089,80364,1,"145282","ENST00000554114.3",-2890,"ENSG00000151338","MIPOL1","mirror-image polydactyly 1","sense"
"chrX",65350484,65352311,1828,"+",1.04579313481493,0.0321617328387033,"Intron (ENST00000696368.1/340554, intron 2 of 8)",23,65366638,65499310,132673,1,"340554","ENST00000617377.1",-14327,"ENSG00000102053","ZC3H12B","zinc finger CCCH-type containing 12B","sense"
"chr13",64114931,64115548,618,"+",0.955415534967777,0.0327517178716026,"Distal Intergenic",13,63851197,64076044,224848,2,"144766","ENST00000650541.1",-38887,"ENSG00000227674","LINC00355","long intergenic non-protein coding RNA 355","antisense"
"chr15",42355251,42356016,766,"+",0.904030700794178,0.0327954132377077,"Intron (ENST00000483208.5/825, intron 5 of 16)",15,42359498,42412320,52823,1,"825","ENST00000349748.8",-3482,"ENSG00000092529","CAPN3","calpain 3","sense"
"chr7",12702411,12703748,1338,"+",0.866945319183964,0.0330647354973777,"Distal Intergenic",7,12700758,12700889,132,2,"124900237","ENST00000362600.1",-1522,"ENSG00000199470","LOC124900237","small nucleolar RNA SNORA64/SNORA10 family","antisense"
"chr8",72185899,72189961,4063,"+",0.945664080761147,0.0330647354973777,"Intron (ENST00000803291.1/ENST00000803291.1, intron 1 of 1)",8,72202751,72251565,48815,2,"392232","ENST00000503430.1",61604,NA,"TRPA2P","transient receptor potential cation channel subfamily A member 2, pseudogene","antisense"
"chr15",95665784,95666239,456,"+",0.914298536535924,0.0330647354973777,"Intron (ENST00000661571.1/ENST00000661571.1, intron 1 of 2)",15,95581638,95592086,10449,1,"105370995","ENST00000840601.1",84146,NA,"LOC105370995","uncharacterized LOC105370995","sense"
"chr11",76383508,76383703,196,"+",0.938115210539729,0.0331444667762665,"3' UTR",11,76382785,76411306,28522,1,"100506127","ENST00000534586.1",723,"ENSG00000179240","GVQW3","GVQW motif containing 3","sense"
"chr1",11999852,12000353,502,"+",0.95064541078573,0.0331444667762665,"Promoter",1,12000350,12013503,13154,1,"9927","ENST00000675404.1",0,"ENSG00000116688","MFN2","mitofusin 2","sense"
"chr8",91153466,91155168,1703,"+",1.02061430492664,0.0331997840672328,"Intron (ENST00000520099.5/100130742, intron 7 of 10)",8,91135681,91139195,3515,1,"100130742","ENST00000521519.1",17785,"ENSG00000214954","LRRC69","leucine rich repeat containing 69","sense"
"chr3",126802110,126804762,2653,"+",1.038375558745,0.0331997840672328,"Intron (ENST00000503119.5/84303, intron 5 of 7)",3,126854864,126949879,95016,1,"84303","ENST00000515867.1",-50102,"ENSG00000159685","CHCHD6","coiled-coil-helix-coiled-coil-helix domain containing 6","sense"
"chr5",56138150,56138421,272,"+",1.1268329102797,0.0332207731073063,"Intron (ENST00000743331.1/101928419, intron 1 of 1)",5,56124128,56206338,82211,1,"101928419","ENST00000743331.1",14022,NA,"LOC101928419","uncharacterized LOC101928419","sense"
"chr19",19787505,19787677,173,"+",0.977485479538523,0.0335087912221721,"Exon (ENST00000736619.1/7608, exon 3 of 3)",19,19776845,19798750,21906,1,"7608","ENST00000736587.1",10660,"ENSG00000291177","ZNF56P","zinc finger protein 56, pseudogene","sense"
"chrX",57157880,57158299,420,"+",0.951154941059244,0.0335641680013154,"Intron (ENST00000770348.1/158584, intron 2 of 2)",23,57135650,57137523,1874,2,"54466","ENST00000614076.1",-20357,"ENSG00000147059","SPIN2A","spindlin family member 2A","antisense"
"chr10",32697758,32699837,2080,"+",0.947041543178619,0.0335641680013154,"Intron (ENST00000639629.2/79741, intron 25 of 43)",10,32686019,32876445,190427,1,"79741","ENST00000375028.9",11739,"ENSG00000216937","CCDC7","coiled-coil domain containing 7","sense"
"chr19",22077981,22078154,174,"+",0.941099569177617,0.0335641680013154,"Exon (ENST00000836719.1/ENST00000836719.1, exon 2 of 2)",19,22052536,22088405,35870,1,"113835","ENST00000600162.1",25445,"ENSG00000197134","ZNF257","zinc finger protein 257","sense"
"chr4",80687842,80693494,5653,"+",0.992002712268874,0.0335641680013154,"Intron (ENST00000358105.8/255119, intron 3 of 5)",4,80870049,80963697,93649,1,"255119","ENST00000508314.1",-176555,"ENSG00000197826","CFAP299","cilia and flagella associated protein 299","sense"
"chr5",43323302,43327153,3852,"+",1.01732569103245,0.0335641680013154,"Intron (ENST00000781038.1/ENST00000781038.1, intron 1 of 2)",5,43289395,43313512,24118,2,"3157","ENST00000433297.2",-9790,"ENSG00000112972","HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1","antisense"
"chr19",37121707,37122438,732,"+",1.03696554035615,0.0335641680013154,"Intron (ENST00000590332.1/147923, intron 1 of 1)",19,37128167,37130310,2144,1,"147923","ENST00000585862.1",-5729,"ENSG00000197050","ZNF420","zinc finger protein 420","sense"
"chr15",81236749,81236979,231,"+",1.10181025804498,0.0335641680013154,"Intron (ENST00000560241.5/3603, intron 2 of 12)",15,81199476,81314058,114583,1,"3603","ENST00000706926.1",37273,"ENSG00000172349","IL16","interleukin 16","sense"
"chr1",225168964,225174009,5046,"+",0.969729810398335,0.0339145247176964,"Intron (ENST00000445597.6/127602, intron 23 of 60)",1,225117971,225145379,27409,1,"127602","ENST00000495456.1",50993,"ENSG00000185842","DNAH14","dynein axonemal heavy chain 14","sense"
"chrX",118557507,118558270,764,"+",0.921787205564753,0.0340367905770714,"Intron (ENST00000276202.9/139818, intron 6 of 52)",23,118546111,118686139,140029,1,"139818","ENST00000633080.1",11396,"ENSG00000147251","DOCK11","dedicator of cytokinesis 11","sense"
"chr5",21366727,21367685,959,"+",1.05561819118213,0.0340479109034037,"Intron (ENST00000719730.1/728411, intron 1 of 7)",5,21341845,21510542,168698,1,"728411","ENST00000719731.1",24882,"ENSG00000291102","GUSBP1","GUSB pseudogene 1","sense"
"chr2",190349170,190350139,970,"+",0.983346720605977,0.0340479109034037,"Intron (ENST00000322522.8/3628, intron 1 of 5)",2,190252166,190344193,92028,2,"26275","ENST00000409934.1",-4977,"ENSG00000198130","HIBCH","3-hydroxyisobutyryl-CoA hydrolase","antisense"
"chr8",55933955,55934241,287,"+",0.880927274634742,0.03433328587235,"Intron (ENST00000520220.6/4067, intron 1 of 12)",8,55940234,55950748,10515,1,"4067","ENST00000520050.1",-5993,"ENSG00000254087","LYN","LYN proto-oncogene, Src family tyrosine kinase","sense"
"chrX",148275454,148278991,3538,"+",0.914280652420065,0.0344642081097079,"Distal Intergenic",23,148500617,149000663,500047,1,"2334","ENST00000370460.7",-221626,"ENSG00000155966","AFF2","ALF transcription elongation factor 2","sense"
"chr9",4818631,4818819,189,"+",0.9947044478265,0.0345615199838591,"Intron (ENST00000381750.9/10171, intron 1 of 8)",9,4836726,4860472,23747,1,"10171","ENST00000381730.5",-17907,"ENSG00000120158","RCL1","RNA terminal phosphate cyclase like 1","sense"
"chr6",63737763,63738543,781,"+",1.00954640742486,0.0345615199838591,"Intron (ENST00000505138.1/23469, intron 3 of 4)",6,63706800,63779208,72409,1,"23469","ENST00000505138.1",30963,"ENSG00000118482","PHF3","PHD finger protein 3","sense"
