"seqnames","start","end","width","strand","Conc","Conc_siUAP56","Conc_siC","Fold","p.value","FDR"
"10",4988045,4989052,1008,"*",6.25760389149817,6.85431585422408,5.22177022503461,1.13740287661823,0.000263456238006365,0.0170693939180514
"9",137110555,137111075,521,"*",5.85253831266127,4.7157026456938,6.48037304795658,-1.17327384883455,0.000273724444588301,0.0176015976834235
"17",82095025,82097281,2257,"*",6.69619959475835,5.80651683233855,7.24243198421336,-1.06871175536419,0.000275001790312044,0.0176015976834235
"3",48467972,48469531,1560,"*",7.55341806890217,6.52705641766778,8.14706181955552,-1.13195814016422,0.000275646161583504,0.0176015976834235
"2",170622817,170626441,3625,"*",9.08177504894711,9.63118625112776,8.18345661387082,1.07003797677113,0.000280451664345899,0.0178227703628815
"2",202851195,202852140,946,"*",8.35014515305269,8.87103250614656,7.52688280848868,1.02693243341126,0.000286311849494555,0.0180747803868534
"15",36976152,36976330,179,"*",6.13445609806911,6.72802318305391,5.1083300733396,1.12811917031447,0.000291977027906151,0.0180747803868534
"6",125607567,125609448,1882,"*",7.37978627271463,7.90444902668107,6.54689430204573,1.03207187203041,0.000293446969003497,0.0180747803868534
"19",32655826,32655993,168,"*",6.44489386790253,6.98586668049574,5.56934571210216,1.05627598782481,0.000295061379170367,0.0180747803868534
"2",99407129,99407511,383,"*",5.80477013715023,4.37625787508885,6.50830162412338,-1.23041294309773,0.000295620095501895,0.0180747803868534
"16",2976715,2977026,312,"*",5.84014239824738,4.69251716285727,6.47113713044172,-1.17180321158165,0.000296359602120776,0.0180747803868534
"16",87209782,87210509,728,"*",6.64041253370864,7.23607623859925,5.60782425789365,1.12976201652535,0.000297107773334236,0.0180747803868534
"16",2212126,2214232,2107,"*",5.99786078645683,5.03794923431429,6.56920904701799,-1.09815383730971,0.000298217550226169,0.0180747803868534
"17",42117032,42119385,2354,"*",5.11058013434032,3.72481238139574,5.80418012307718,-1.22301560060776,0.000298228553558316,0.0180747803868534
"16",47274030,47274233,204,"*",6.32051796309382,6.86869531466622,5.42555985120654,1.06575222172342,0.000301202213118745,0.0180747803868534
"16",88951552,88954242,2691,"*",6.89788070333597,6.0102132019874,7.44336751431486,-1.06368454824912,0.000302449266163469,0.0180747803868534
"1",9729124,9731877,2754,"*",7.16217424192675,6.26062589235916,7.71276771489006,-1.07066337355472,0.00030269027756902,0.0180747803868534
"X",49137889,49138926,1038,"*",7.33812055790736,7.84652978797692,6.54606124990984,1.00577489493503,0.000303785420464602,0.0180747803868534
"11",88218455,88223295,4841,"*",8.50620176084164,9.0839889586984,7.52751600252514,1.10511240808047,0.000306096100103201,0.0180747803868534
"5",93948911,93949188,278,"*",6.76856602753884,7.28870094451156,5.94721221069371,1.02353620659847,0.000307962271439089,0.0180747803868534
"14",29955632,29958875,3244,"*",5.65755197841055,6.30119593024819,4.46566463832254,1.17985606182982,0.000308423124104275,0.0180747803868534
"16",89293884,89299342,5459,"*",7.47386259960344,6.71160259583716,7.96999558609833,-0.986571217207069,0.000309534428159207,0.0180747803868534
"2",96608520,96609037,518,"*",5.69810009551691,4.4485654382939,6.3574914471603,-1.19554382963224,0.000310706080098959,0.0180747803868534
"2",126166463,126167262,800,"*",8.14139712521239,8.64719514514518,7.35574937412525,1.00049362401995,0.000311276106119238,0.0180747803868534
"10",87094352,87094902,551,"*",5.72602553749935,4.55135966752918,6.36480713543672,-1.17611404340683,0.00031163414460092,0.0180747803868534
"21",34607391,34607589,199,"*",6.3772778078581,6.93217007362165,5.46390146616502,1.07372589445452,0.000313765792589464,0.0181192924224925
"11",57312563,57314338,1776,"*",6.93522502224126,6.06044949651692,7.47590828975655,-1.05389657089193,0.000323927431754846,0.0185394458283072
"17",75836574,75836876,303,"*",5.22207015888398,3.88075357968899,5.9049487438866,-1.20996971131858,0.000324364109237325,0.0185394458283072
"4",53201288,53203258,1971,"*",7.20649789371655,7.75176396223766,6.31942630883721,1.05861229077815,0.000325333886040107,0.0185394458283072
"19",47221133,47221670,538,"*",7.66957343741894,6.64863238535204,8.26144928161882,-1.12041466219774,0.000328171053796642,0.0185394458283072
"9",71206070,71206844,775,"*",6.05441002030694,6.66121012840504,4.98684097168744,1.1373948379185,0.000329173771521053,0.0185394458283072
"5",141512452,141517019,4568,"*",8.14655775836304,7.24673857821564,8.6965187396887,-1.06490257642068,0.000329416444472256,0.0185394458283072
"9",129008112,129012747,4636,"*",7.53403972460889,6.73253972796403,8.04626425789996,-1.00956311120305,0.000333704396619833,0.018664368670774
"1",114374796,114375328,533,"*",4.75286916304765,5.4885817150101,3.17415560033983,1.23170338055415,0.000334577362566742,0.018664368670774
"7",87049388,87049552,165,"*",5.88988251866017,6.48756729764631,4.85102836495451,1.12519141355656,0.000336891370126566,0.018664368670774
"3",98863219,98864683,1465,"*",6.82906428761385,7.38758579494146,5.90559837062515,1.07560514718423,0.000337257075815823,0.018664368670774
"3",4172749,4173214,466,"*",6.8055301318897,7.33507308287299,5.96005675711799,1.03376223351945,0.000343386426629691,0.0189247241431351
"9",10981346,10982869,1524,"*",7.40812348822769,7.96964368776851,6.47624805274548,1.07825359751921,0.000345198756350154,0.0189365648550585
"12",52897254,52897613,360,"*",7.89811302500615,6.96135586834028,8.4613631250412,-1.08113275125914,0.000346452737522904,0.0189365648550585
"17",73283704,73286622,2919,"*",6.80595904875478,5.9974420341186,7.32099679664383,-1.01112962824601,0.000364323570778331,0.0197024720070966
"22",22276988,22277225,238,"*",7.05456140674232,7.58327391574972,6.2112397311808,1.03017829869023,0.000364515490870229,0.0197024720070966
"8",92666407,92666922,516,"*",5.28127821507956,5.99147544804815,3.82317851891606,1.21447537555232,0.000366363004071631,0.0197024720070966
"19",46787743,46788565,823,"*",8.17535124085313,7.16510216997867,8.76371398201503,-1.10990404017578,0.000366398929811238,0.0197024720070966
"16",30887806,30887986,181,"*",5.07540519095616,3.72481238139574,5.7605551605636,-1.2003547981728,0.000371040867578617,0.0197921009077248
"16",681692,683785,2094,"*",6.19898141274404,5.20144483140282,6.7831218382878,-1.1058472116777,0.000371046011596406,0.0197921009077248
"11",118900124,118902708,2585,"*",6.13853198679362,5.16059754620893,6.71606366156639,-1.09717694282214,0.000373727666336847,0.019855403457144
"7",9738561,9740025,1465,"*",6.96376574070736,7.51927966904948,6.04866792578764,1.06642398574112,0.000377219883540513,0.019961093598347
"22",29327780,29329403,1624,"*",6.16856533672139,5.09936662018481,6.77587564629959,-1.13177435166401,0.000378996109979563,0.0199755013204308
"17",17811532,17812737,1206,"*",6.67175650746894,5.69778983422767,7.24793578235215,-1.09466477086244,0.000380585573985597,0.0199799904888407
"11",96406903,96410538,3636,"*",6.37694088331472,6.976957710659,5.33081177236522,1.12081931654056,0.000384943300059362,0.0201292004385372
"4",158988187,158990799,2613,"*",6.0979507216367,6.68642672557483,5.08735857819384,1.1065182056356,0.000389645235055692,0.0202951686745479
"X",48750895,48751292,398,"*",6.01219929007346,6.60524989718029,4.98765929555493,1.1116104883181,0.000391352432207063,0.020304464861618
"16",4803972,4804826,855,"*",6.87581915047774,5.88440059709894,7.45790978822725,-1.09949602119337,0.000397293188204739,0.0205324829795149
"7",1856338,1859169,2832,"*",4.64574004169687,3.05273763297137,5.38430825479872,-1.21512321124105,0.000404280134666692,0.0207900551081493
"2",186086838,186088095,1258,"*",7.59512028211369,8.15628722664585,6.66423897484858,1.07025954619155,0.000405407639889374,0.0207900551081493
"17",41527303,41528322,1020,"*",6.2307820687459,5.10731326913566,6.85465931329637,-1.14294745722312,0.000417807045461807,0.0212852834974976
"12",120198556,120199477,922,"*",7.29216283276399,6.58253478730247,7.76571310817326,-0.94057982714703,0.000420769005717775,0.0212852834974976
"6",31530292,31531372,1081,"*",5.96021078870525,4.94101851247283,6.55151439417104,-1.10730341070608,0.000421399116236043,0.0212852834974976
"7",5620378,5621112,735,"*",5.93814978598524,4.82108596767777,6.56011380294932,-1.14046522333167,0.000422560171023895,0.0212852834974976
"8",143723364,143724975,1612,"*",6.2697304018159,5.24597443040669,6.86252541998439,-1.10893107642771,0.000424674231590019,0.0212852834974976
"4",150395692,150396579,888,"*",5.8173323560342,4.77647422718541,6.41566107665045,-1.11449523533058,0.000424680027619098,0.0212852834974976
"3",65461917,65462981,1065,"*",6.03845938902708,6.6163475031836,5.05947676076184,1.08862507200183,0.000429018090461316,0.0214218732237113
"5",176392513,176393191,679,"*",5.72082969568949,4.55910588161257,6.35590783135442,-1.15145232076575,0.000431341490618801,0.0214362452084503
"14",22672534,22674391,1858,"*",5.1905901232905,5.93332411526788,3.57643451561337,1.20860880893561,0.000433767909367273,0.0214362452084503
"22",30344613,30345188,576,"*",6.15339967065901,5.13160623576074,6.74555410016648,-1.10685227665519,0.000434394164185075,0.0214362452084503
"8",143579739,143582526,2788,"*",7.29525985730472,6.55259620175549,7.7831218382878,-0.962548264836761,0.000435761647815207,0.0214362452084503
"1",155970199,155971083,885,"*",6.00602519764907,4.9102363949826,6.62155427188749,-1.1312785284368,0.000439886718499172,0.0215593188011291
"6",118951822,118952429,608,"*",5.22696699795442,5.95056106193338,3.70706401204789,1.20275360574233,0.000441522267140001,0.0215599218829173
"10",11884566,11887952,3387,"*",8.85808463028322,7.90768819876118,9.42612622944313,-1.0745347450762,0.000443624505382619,0.0215832259358679
"17",6940025,6940212,188,"*",4.45596189959836,2.71349320365299,5.22246560627819,-1.2060882767518,0.000446035775168815,0.0216213400211394
"X",113943662,113943911,250,"*",6.64618876324409,7.17241569554593,5.80928082001522,1.01776027684384,0.000451033680832698,0.0217841067229815
"1",30869488,30873220,3733,"*",8.64834074064047,7.68842895079646,9.21968908344043,-1.07648512977963,0.000464191040868221,0.0223383529159845
"20",3753629,3754120,492,"*",5.38543670348207,3.98951214019992,6.08142955180101,-1.18770262164976,0.000468778415729282,0.0224519127505556
"11",124386909,124387375,467,"*",5.73493666437776,6.41782022126077,4.39359986114226,1.17910852303326,0.000470741942499078,0.0224519127505556
"5",179797620,179805746,8127,"*",8.08579152771325,7.19529980356623,8.63232280463233,-1.04419773444918,0.00047351772944254,0.0224519127505556
"9",136474074,136477613,3540,"*",7.85457796907177,7.02166335998542,8.37924955742956,-1.01403592396376,0.000476939458696504,0.0224519127505556
"13",95223608,95223782,175,"*",5.64006419189611,6.25879526891529,4.53374009884412,1.12691101738139,0.000479818256029709,0.0224519127505556
"12",34069033,34071744,2712,"*",4.51549827871018,5.32390548244321,2.50811073773635,1.18509018405997,0.000480570741711915,0.0224519127505556
"7",10505755,10506042,288,"*",7.30223578703482,7.82182600548297,6.48226138512761,1.00581805352881,0.000481576290874727,0.0224519127505556
"17",81888234,81888408,175,"*",6.08329702910215,5.13326010697971,6.65121311550774,-1.07174917858458,0.000481754678245872,0.0224519127505556
"2",156143553,156143787,235,"*",6.98815113852546,7.49442522107798,6.20133745030869,0.986346316844994,0.000481764428091277,0.0224519127505556
"4",74275116,74275528,413,"*",6.24219698991638,6.79083102862212,5.34599636319579,1.04516772390111,0.000486545739151935,0.0225954563196364
"5",140244678,140246364,1687,"*",6.6060164755093,5.80429766921993,7.11832902240132,-0.99548491498242,0.000490786448688408,0.022712981224667
"17",51120060,51120612,553,"*",6.33004054312681,5.2211081946977,6.94955965535521,-1.12767620346097,0.000494821314906815,0.0227799808235576
"1",19145789,19148679,2891,"*",5.95720166399424,5.00067980926138,6.52737531675394,-1.07168058958722,0.000495664392260815,0.0227799808235576
"17",78174292,78174958,667,"*",7.42816553456444,6.61566633566012,7.9447912930131,-1.00061997887872,0.000506627385625101,0.0230070314552373
"1",248824634,248825378,745,"*",4.82625589211857,3.29382064735969,5.55248257631924,-1.19096318329976,0.000507436177795454,0.0230070314552373
"17",82156775,82157933,1159,"*",5.87966926312084,4.83275476212501,6.47993692661464,-1.10655621523089,0.0005077771404618,0.0230070314552373
"19",55226389,55232603,6215,"*",8.10730204028835,7.25369894505143,8.63996719588239,-1.02226816935158,0.000508005687793406,0.0230070314552373
"7",107418019,107418296,278,"*",6.14018658117118,6.68907662298091,5.24328880279259,1.0432794456969,0.000509265716596881,0.0230070314552373
"1",943792,946219,2428,"*",7.59616205116449,6.61634015435838,8.17433531107936,-1.07988407622105,0.000516040722685398,0.0231472346472221
"1",44920655,44920931,277,"*",6.15900202060341,5.10202036966428,6.76246901591394,-1.10894141595519,0.000518088430368519,0.0231472346472221
"22",19331048,19331551,504,"*",6.03748415061265,5.04724028405462,6.6191798904042,-1.08439961961325,0.000522524702532612,0.0231472346472221
"9",127935120,127935776,657,"*",7.12782306076915,6.31892868786164,7.64301155427837,-0.997420409565421,0.000523589314418133,0.0231472346472221
"2",65208741,65208992,252,"*",7.39884992437187,7.91106940056736,6.59736249870304,0.99173609983673,0.000524452582349433,0.0231472346472221
"2",241238655,241240662,2008,"*",5.89411072617012,4.83594657244724,6.49795159359684,-1.10839029237966,0.000524752943564401,0.0231472346472221
"1",150576961,150577318,358,"*",5.57679563184228,4.42756164945961,6.20825891533206,-1.13422747232478,0.000524994406308158,0.0231472346472221
"3",147108518,147108733,216,"*",4.76181191785641,5.48044633382337,3.26516622691104,1.18410439313654,0.000530181519825232,0.0231472346472221
"10",95173440,95175521,2082,"*",4.92899410402424,5.64831016048664,3.42917884031393,1.18397740326497,0.00053249446471784,0.0231472346472221
"20",25300256,25300877,622,"*",5.40807072025092,4.13937774418348,6.07252114896865,-1.1588459198062,0.000534621249808153,0.0231472346472221
"9",12972825,12973253,429,"*",5.92636491981801,4.91518541246035,6.51503475429605,-1.09055739490203,0.000534685038761764,0.0231472346472221
"1",70905761,70905953,193,"*",5.23138635833385,5.90389720941649,3.9314905687035,1.16235514126765,0.000535099535897333,0.0231472346472221
"1",202147058,202148621,1564,"*",6.94645205562431,6.13373082668494,7.46316617464715,-0.998893868885022,0.00053518699826653,0.0231472346472221
"17",82079824,82094385,14562,"*",10.1977417376856,9.06540210560064,10.8242506443699,-1.12657404741011,0.000536767675903057,0.0231472346472221
"1",1541559,1542450,892,"*",6.15711565611654,5.16821485039131,6.73835936834974,-1.08228440068318,0.000539311372442027,0.0231816622937702
"22",50252467,50253455,989,"*",5.40684762668613,4.13937774418348,6.07097760718005,-1.15763433819408,0.000541616678100104,0.0231890561480142
"7",15990772,15991865,1094,"*",4.61830163633723,5.36486217577741,2.984383211381,1.18626357003186,0.000543657606341047,0.0231890561480142
"17",44319184,44321515,2332,"*",7.66784349185282,6.92243806744633,8.1568723293603,-0.956604015389053,0.000545576768297251,0.0231890561480142
"7",1439756,1442405,2650,"*",6.38305171487349,5.5021584386181,6.92602179972238,-1.03410258947962,0.000546663829069912,0.0231890561480142
"19",50797733,50799035,1303,"*",8.26994593404481,7.44728684072535,8.79059560561407,-1.00214672554264,0.000548212891919624,0.0231890561480142
"11",96488265,96493086,4822,"*",7.76198313118733,8.29488476956675,6.90776168288178,1.01814536604845,0.000555394211872705,0.0234182410225183
"6",31970177,31972129,1953,"*",5.6468532133373,4.54747090764388,6.26347789337545,-1.11682412735276,0.000557806526447307,0.0234455262160542
"X",109657466,109657821,356,"*",6.91913192373139,7.45306908917953,6.06219846647617,1.01941245285808,0.000561695248847844,0.0235344993539339
"19",55241261,55241599,339,"*",5.04265980589382,3.68545682389302,5.72941729637314,-1.16691228067613,0.000564119134563361,0.0235455865618577
"10",99403467,99403624,158,"*",5.13279364421589,3.832754762125,5.80534095693559,-1.15883867626844,0.000567103083883098,0.0235455865618577
"11",86886676,86886908,233,"*",5.51848622901209,6.17762942815231,4.26988307656401,1.14902391921983,0.000567513072584172,0.0235455865618577
"10",70339003,70339312,310,"*",5.62493230292224,6.27993873677371,4.39174632107829,1.14600819127552,0.000569050842219268,0.0235455865618577
"7",150149335,150149698,364,"*",5.97888880733876,6.57795305832056,4.93573716714798,1.09634728073767,0.000572519500866311,0.0236007058081448
"9",70235223,70238978,3756,"*",6.76922745208026,7.31524911906231,5.88011465294295,1.03439179811963,0.000573936754707934,0.0236007058081448
"10",93958950,93960505,1556,"*",6.98990685435253,6.1882223782455,7.50220559357124,-0.989531782843224,0.000577161011397249,0.0236527447457349
"15",88898840,88899544,705,"*",6.19638909555374,5.20391745829469,6.77883338665097,-1.07938489710186,0.000578763894169842,0.0236527447457349
"19",6221667,6224389,2723,"*",7.05026963576344,6.25228835296339,7.56107623318097,-0.987112957300223,0.000581287824109432,0.0236830211037468
"1",52356599,52362733,6135,"*",7.6201516126645,6.92564307611471,8.08699296792826,-0.919712818690573,0.000584289305452957,0.0237325093425877
"22",41576413,41577933,1521,"*",5.14973143470233,3.90913697019707,5.80673272575576,-1.14410503533479,0.000598407462173583,0.0240160779735496
"3",163467380,163468574,1195,"*",6.82016817724572,7.33993580779445,5.99974469228667,0.997156658593558,0.000599605229421959,0.0240160779735496
"12",23070805,23075934,5130,"*",9.01051683398267,9.53952257181736,8.16643590192099,1.00903138463709,0.000600078913206333,0.0240160779735496
"17",40018856,40019930,1075,"*",5.15584844513708,3.936972706799,5.80696455674727,-1.13893054654707,0.000600309473278228,0.0240160779735496
"20",53465345,53466237,893,"*",6.75464742247771,7.28515063273638,5.90668043223759,1.01144896902558,0.000606138903516029,0.0240160779735496
"5",28801266,28801869,604,"*",4.78638629468395,5.51054305374948,3.26381571818319,1.17215937721297,0.000609082367669659,0.0240160779735496
"12",10926285,10929013,2729,"*",8.26098914821647,8.75122554914874,7.51273846587199,0.953083096562139,0.000613535168308356,0.0240160779735496
"2",166286354,166286581,228,"*",4.57334631456924,2.81580278033825,5.34248218834681,-1.1706658385151,0.00061522077044935,0.0240160779735496
"19",19009855,19010271,417,"*",6.54148493656691,5.45895376407721,7.15294097905523,-1.10554559385608,0.000616150347469417,0.0240160779735496
"15",42239124,42239318,195,"*",5.77230724768336,6.36053430631662,4.76246901591394,1.08017456431576,0.000616352009266483,0.0240160779735496
"X",80741282,80743702,2421,"*",8.56891642129275,9.0708538844825,7.79267491685283,0.970026382608675,0.000616807507648657,0.0240160779735496
"X",130065063,130067502,2440,"*",6.8791501414824,6.01303595142798,7.41657290835183,-1.02113673774859,0.000617441748200976,0.0240160779735496
"2",170631779,170635339,3561,"*",7.83206217203593,8.32217195825269,7.08411019430282,0.952864788349835,0.000617507594092823,0.0240160779735496
"9",127901786,127902873,1088,"*",6.93295716342257,7.42530331150038,6.17971625013694,0.955919945514214,0.000620580224184982,0.0240160779735496
"16",29858580,29859751,1172,"*",5.79714202978382,4.7576226134289,6.39504071011192,-1.0915456969153,0.00062184886489677,0.0240160779735496
"19",4098792,4099401,610,"*",5.81641263440942,4.65225813733134,6.4521895912403,-1.12644209597734,0.000622648908362279,0.0240160779735496
"11",497039,500655,3617,"*",7.81976936330997,7.01489389165322,8.33334956159969,-0.987390361311593,0.000623483440710566,0.0240160779735496
"5",145454878,145455764,887,"*",6.25365028119721,6.80600491725725,5.34727212562496,1.038260712631,0.000623817715771315,0.0240160779735496
"17",76285135,76285770,636,"*",6.66326351534004,7.16821986327274,5.8796738824001,0.974069203740829,0.00062756767074417,0.0240678657393211
"7",35788556,35788935,380,"*",6.13033446191612,6.69108215432837,5.20063180781609,1.04809456017227,0.000628787035954256,0.0240678657393211
"12",56237353,56242082,4730,"*",7.60757736481622,6.72434024490464,8.15142005723202,-1.02770047455375,0.000631040720629729,0.024084720837368
"17",44192203,44194639,2437,"*",7.54564979699998,6.65972936113786,8.09048909691964,-1.02885084458139,0.000633241508084559,0.0240994662188513
"19",18906955,18907125,171,"*",6.33871895539977,5.47113964137661,6.8766951537282,-1.02052479313285,0.000635814284817454,0.0241282438027012
"X",153929923,153930300,378,"*",6.8493961530127,6.04033900890098,7.3646496527,-0.989370366049024,0.000638383853884772,0.0241315823488919
"2",155158164,155158802,639,"*",6.605461703196,7.15672217572118,5.70208677197403,1.03564492909755,0.000641287291862122,0.0241315823488919
"5",108127966,108128235,270,"*",5.39453597092459,6.03277650647714,4.22177022503461,1.12363229967821,0.000647220997297194,0.0241315823488919
"17",82442681,82447680,5000,"*",7.15878153651549,6.28216743328932,7.70015346588078,-1.02382627915479,0.00064771460916074,0.0241315823488919
"11",494570,495643,1074,"*",5.90949078814789,4.84230908625882,6.51616951792478,-1.09804676131369,0.000647785077636909,0.0241315823488919
"2",96904876,96906067,1192,"*",5.78467227258087,6.41462156226982,4.64062818001671,1.11691933046814,0.00064993776200598,0.0241315823488919
"6",34587362,34590555,3194,"*",7.77331056269726,6.96447566732965,8.28847530001235,-0.987925558919728,0.000650109750868023,0.0241315823488919
"9",127564595,127565252,658,"*",6.58899011771809,7.09931294308544,5.79220660118077,0.980488682392579,0.000650437169169049,0.0241315823488919
"3",61204993,61208903,3911,"*",8.676297254258,9.17194342153816,7.91520119767337,0.95857289436358,0.000654133014802879,0.0241566338483714
"1",38629419,38630735,1317,"*",6.0974453521551,6.66300840696931,5.15412598983402,1.0515247761738,0.000655754311905677,0.0241566338483714
"9",137561861,137562065,205,"*",5.86294715704074,6.43370799501549,4.90473213662005,1.05697872802562,0.000656568650750045,0.0241566338483714
"19",46192577,46193043,467,"*",7.01370393568826,7.52072003531349,6.22507030486125,0.974959397211427,0.000659468624424373,0.0241963046121672
"7",2146878,2149231,2354,"*",4.67471922123784,3.13420139285476,5.40262918345121,-1.16329843501749,0.000672527168266567,0.0246074541292467
"X",113360566,113361521,956,"*",6.24976749434889,6.82876138593277,5.26752657943708,1.06487939355004,0.000680121829521368,0.0248169729112715
"3",163229643,163230732,1090,"*",8.04718798442801,8.5830154126543,7.18528576554241,1.01203410461224,0.000689140343559563,0.0249419196693726
"15",50606142,50606747,606,"*",6.21610497806825,6.74764575505327,5.36543689453373,1.00610781957829,0.000690041768097098,0.0249419196693726
"19",38247389,38247698,310,"*",6.00868938119711,6.57604550088466,5.0602549150473,1.05067382357225,0.000691698460925731,0.0249419196693726
"17",81859207,81859366,160,"*",6.66567432582307,5.78039424410099,7.21027602336997,-1.02515098010952,0.000691936593151611,0.0249419196693726
"12",132624010,132625504,1495,"*",7.28617008629189,6.37106824855721,7.84168546618061,-1.03758959044488,0.000695769974638087,0.0249419196693726
"4",48253412,48253663,252,"*",7.14621232820963,7.62802877485002,6.41763598412497,0.936352279872117,0.000695916854707795,0.0249419196693726
"16",31489678,31490948,1271,"*",7.50971372287684,6.73681488123525,8.01027069581297,-0.964814399715197,0.000696691175827228,0.0249419196693726
"14",103519671,103520599,929,"*",6.25576673831846,5.39841667134223,6.7898627397916,-1.00984875005891,0.000704363856766965,0.0250453045834143
"6",44253672,44255621,1950,"*",6.01758680571269,4.99419697623632,6.61026239971479,-1.0788114317113,0.000704889106660897,0.0250453045834143
"16",70686436,70692893,6458,"*",6.64925869233418,5.89445963701617,7.14226146121499,-0.953222675128998,0.000708752136991106,0.0250453045834143
"9",114376490,114377508,1019,"*",7.55124107058244,6.7745840325629,8.05334982991775,-0.966278282415777,0.000709632937537286,0.0250453045834143
"16",89300241,89302230,1990,"*",6.28053570199103,5.35335810938793,6.84038365398417,-1.04222268487857,0.000709680450345084,0.0250453045834143
"21",13867298,13868025,728,"*",5.53998878928802,6.14944738468848,4.46390146616502,1.09185676874872,0.000712840052488462,0.0250453045834143
"14",64785745,64787169,1425,"*",6.52494542656871,5.55206419295676,7.10075386326743,-1.06010841543608,0.000714843879350349,0.0250453045834143
"X",153953608,153961809,8202,"*",7.83333195555407,6.99607932095601,8.35969285980578,-0.998750028817593,0.000715763147073693,0.0250453045834143
"8",144754505,144755001,497,"*",4.47054838738932,2.81580278033825,5.22107450845455,-1.15686850260797,0.000716549897733581,0.0250453045834143
"2",19210269,19210790,522,"*",5.89586672358176,6.46890293373476,4.93106522055218,1.05426526740854,0.000724105586546379,0.0252429669304698
"X",64296781,64301852,5072,"*",9.21990487349411,9.78630241059823,8.27420801733982,1.04627484565616,0.00072603315835111,0.0252439068304174
"3",179001048,179001619,572,"*",6.03657543189574,6.62920133753893,5.01333790540527,1.07506371438509,0.000728041936463122,0.0252476579637159
"X",40061825,40067703,5879,"*",7.446342468573,6.65579465387399,7.95413758868498,-0.973127213244146,0.000732017726444674,0.0253194256318702
"5",60572806,60575020,2215,"*",5.43223314300704,6.09198958832296,4.18132662602604,1.12892338388105,0.000735321351653084,0.0253302212604489
"X",131471164,131473959,2796,"*",9.42914694086776,10.0113682944829,8.4373392706639,1.06286175090843,0.000736144060121463,0.0253302212604489
"2",186401734,186403090,1357,"*",6.53065999428247,7.08395784702204,5.62168606746069,1.03060830125061,0.00074294727934056,0.0253624434327752
"6",52279369,52279606,238,"*",6.18723577671804,5.12734764444799,6.79162099273053,-1.08669737088669,0.000745081845234478,0.0253624434327752
"10",7325074,7325256,183,"*",5.94790190854862,6.5204960545611,4.984383211381,1.05230791410343,0.000745729929209993,0.0253624434327752
"8",126105109,126105543,435,"*",7.82941276348278,8.31217729661154,7.09864014938214,0.93498583297303,0.000746825970253017,0.0253624434327752
"16",89302933,89305667,2735,"*",7.10643164630463,6.24357290337449,7.6426219342514,-1.01026655715144,0.000747591674566346,0.0253624434327752
"8",144449663,144452537,2875,"*",6.27565721494144,5.26891552466078,6.86285996303821,-1.06956840918465,0.000748711474851686,0.0253624434327752
"1",1298022,1300040,2019,"*",6.06137385045486,5.03718912278537,6.65430866456463,-1.07505230669404,0.00075044724206299,0.0253624434327752
"20",53581375,53583093,1719,"*",6.6295741584055,5.70938686093705,7.18692012183326,-1.03598384934801,0.000756223654776573,0.0254927984333564
"X",152677335,152678349,1015,"*",6.64125421362791,7.17253273761861,5.79126951352754,1.00210646725351,0.00075860676329095,0.0255083924810896
"X",49136978,49137172,195,"*",5.98228949752081,6.54827139113229,5.03777749810881,1.04318000528618,0.000766678919755931,0.0256885564307951
"3",4265604,4267591,1988,"*",6.60078382429626,7.13862213188423,5.73356974641317,1.00998160485989,0.000767832924486195,0.0256885564307951
"9",70199422,70203277,3856,"*",7.26833520034723,7.792140262239,6.43763874514503,0.991303709685716,0.000774408772989311,0.0257878372843269
"3",135396680,135397679,1000,"*",5.16649545916691,5.86493899696352,3.76007629976134,1.14215686928281,0.000776553889661148,0.0257878372843269
"2",218264260,218267594,3335,"*",6.35645538489111,5.44780849945408,6.90963452904289,-1.02953667761444,0.000776625125262067,0.0257878372843269
"6",31639074,31643119,4046,"*",7.60108344719016,6.74787135129756,8.13359899676266,-1.00315306741132,0.000778984746654795,0.0258016843019177
"4",126581481,126581625,145,"*",5.1823099640951,3.72041798683902,5.89334952391751,-1.14545008945009,0.000783349887942156,0.0258817244070839
"14",62868742,62869508,767,"*",6.16117062766206,6.71744115914238,5.24397389146112,1.03067659850457,0.000791283692188425,0.0260789826293962
"12",116134984,116135165,182,"*",7.14471486945585,7.63766317369038,6.39004514816497,0.947390113749622,0.000796090150501118,0.0261724489578115
"12",31791748,31792268,521,"*",7.73884928191592,6.9683161104796,8.23842651815338,-0.957442730319924,0.000801862088002607,0.0262971166737053
"19",58476150,58477748,1599,"*",6.02720804598607,5.10105784428069,6.58668930190584,-1.0347939673476,0.000805240167343209,0.0263142971342758
"6",44889441,44889962,522,"*",6.27236943765754,6.82423871771358,5.36732452410428,1.02444484945329,0.000807847784287552,0.0263142971342758
"3",44455133,44455620,488,"*",5.35098220206352,4.19648682772382,5.98397317728393,-1.10429451515965,0.000809436155118448,0.0263142971342758
"13",50090457,50090659,203,"*",5.5942577815671,6.19795793087598,4.53653884837988,1.078336734395,0.000811420402361983,0.0263142971342758
"14",59404442,59405623,1182,"*",5.93217692359019,6.58512986051998,4.70656706003752,1.11659382778606,0.000812901966655897,0.0263142971342758
"11",64108128,64108307,180,"*",5.53332851877853,6.14126195884208,4.46213613653115,1.08173127612719,0.000815684995908896,0.0263142971342758
"10",11893337,11894638,1302,"*",7.15412418826731,6.32606733309805,7.67689566691595,-0.988009751368863,0.000816992963374421,0.0263142971342758
